,Fold selected features,Fold nb of features
Fold 0,"['TRIO', 'MVK', 'CDK10', 'MAGI2', 'MIRLET7D', 'RNA5SP387', 'MT-TH', 'MT-TE', 'HNRNPA3P6', 'RPS26P31', 'RPL34P34', 'YWHAQP5', 'RPL23AP7', 'GAPDHP60']",14
Fold 1,"['VAMP1', 'CDK10', 'RNA5SP387', 'MT-TR', 'MT-TH', 'MT-TE', 'MAGI2-AS3', 'YWHAQP5', 'Y_RNA.361', 'RPL23AP7']",10
Fold 2,"['SARS2', 'MVK', 'RNA5SP387', 'Y_RNA.138', 'MT-TM', 'MT-TR', 'MT-TH', 'HNRNPA3P6', 'RPL23AP7', 'LILRA6', 'GAPDHP60', 'ANKHD1-EIF4EBP3', 'MTRNR2L8']",13
Fold 3,"['TRIO', 'CDK10', 'MT-TR', 'MT-TH', 'RPL34P34', 'YWHAQP5', 'RPL23AP7', 'GOLGA5P1', 'MTRNR2L8']",9
Fold 4,"['CYP2W1', 'KIAA1257', 'TNFRSF8', 'ST6GAL2', 'PLB1', 'SDCCAG3', 'ZNF3', 'MIRLET7D', 'HNRNPA3P6', 'RP11-343H5.4', 'RPL34P34', 'RPL23AP7', 'RN7SL60P', 'RP11-120B7.1', 'GAPDHP60', 'THAP9-AS1', 'ANKHD1-EIF4EBP3', 'XXbac-BPG32J3.22', 'RN7SL210P']",19
Fold 5,"['TRIO', 'CDK10', 'Y_RNA.138', 'RNY3P1', 'Y_RNA.201', 'MT-TM', 'MT-TC', 'MT-TR', 'MT-TH', 'ITGB2-AS1', 'LINC01001', 'RPL34P34', 'RPL23AP7', 'THAP9-AS1', 'HCAR3', 'MTRNR2L8']",16
Fold 6,"['MAGI2', 'Y_RNA.138', 'MT-TH', 'HNRNPA3P6', 'RPL34P34', 'YWHAQP5', 'RPL23AP7', 'GOLGA5P1']",8
Fold 7,"['CDK10', 'GPX1P1', 'MIRLET7D', 'RNA5SP387', 'MT-TH', 'RPL23AP7', 'THAP9-AS1']",7
Fold 8,"['TRIO', 'PLEK2', 'MVK', 'SFRP2', 'MAP1A', 'OXTR', 'CDK10', 'MAGI2', 'RNA5SP387', 'Y_RNA.138', 'Y_RNA.201', 'Y_RNA.221', 'MT-TM', 'MT-TC', 'MT-TR', 'MT-TH', 'MT-TS2', 'HNRNPA3P6', 'RP11-383C5.3', 'EMBP1', 'DPP10-AS1', 'RPL34P34', 'YWHAQP5', 'RP11-885N19.6', 'RPS4XP22', 'RPL23AP7', 'RP11-390K5.1', 'THAP9-AS1', 'GOLGA5P1', 'ANKHD1-EIF4EBP3', 'MTRNR2L8', 'MIR142']",32
Fold 9,"['CDK10', 'GPX1P1', 'MIRLET7D', 'RNA5SP387', 'MT-TH', 'RPL34P34']",6
Fold 10,"['TRIO', 'PLEK2', 'TNNI2', 'CDK10', 'GPX1P1', 'MIRLET7D', 'RNA5SP387', 'Y_RNA.138', 'MT-TM', 'MT-TR', 'MT-TH', 'YWHAQP5', 'GOLGA5P1']",13
Fold 11,"['PIR', 'MT-TM', 'RPL34P34', 'YWHAQP5', 'SNORD97', 'GAPDHP60', 'GOLGA5P1', 'MTRNR2L8']",8
Fold 12,"['TRIO', 'MVK', 'EIF1AD', 'CDK10', 'MAGI2', 'MT-TR', 'MT-TH', 'HNRNPA3P6', 'MAGI2-AS3', 'YWHAQP5', 'AMY2B', 'RPL23AP7']",12
Fold 13,"['TUBA1C', 'CDK10', 'Y_RNA.18', 'MT-TC', 'MT-TH', 'HNRNPA3P6', 'RPL23AP7', 'MTRNR2L8']",8
Fold 14,"['TRIO', 'CDK10', 'MAGI2', 'RNA5SP387', 'Y_RNA.138', 'MT-TM', 'MT-TH', 'HNRNPA3P6', 'RPL23AP7', 'RP11-120B7.1', 'THAP9-AS1', 'GOLGA5P1']",12
Fold 15,"['TRIO', 'CUL7', 'PIR', 'RBFA', 'PRKCB', 'CDK10', 'MT-TM', 'MT-TR', 'MT-TH', 'HNRNPA3P6', 'RPSAP17', 'RPL34P34', 'YWHAQP5', 'RPL23AP7', 'GOLGA5P1', 'MTRNR2L8']",16
Fold 16,"['CDK10', 'MT-TH', 'HNRNPA3P6', 'RP11-570P14.1', 'YWHAQP5', 'RPL23AP7', 'GOLGA5P1', 'RN7SL210P']",8
Fold 17,"['TRIO', 'PLEK2', 'SFRP2', 'E4F1', 'OXTR', 'CDK10', 'NEU1', 'MT-TR', 'MT-TH', 'HNRNPA3P6', 'RPS26P31', 'RPL34P34', 'YWHAQP5', 'RPL23AP7', 'AC093627.8', 'RP11-120B7.1', 'THAP9-AS1', 'GOLGA5P1', 'MTRNR2L8']",19
Fold 18,"['TRIO', 'RIPK3', 'CDK10', 'GPX1P1', 'MIRLET7D', 'RNA5SP387', 'Y_RNA.138', 'Y_RNA.201', 'MT-TM', 'MT-TR', 'MT-TH', 'MT-TS2', 'MAGI2-AS3', 'DPP10-AS1', 'RPL34P34', 'YWHAQP5', 'RPL23AP7', 'LILRA6', 'MGC16275', 'MTRNR2L8', 'SNORD3A', 'MIR142']",22
Fold 19,"['RPL22L1', 'HNRNPA3P6', 'RPL34P34', 'YWHAQP5', 'AMY2B', 'RPL23AP7', 'GAPDHP60', 'GOLGA5P1', 'MTRNR2L8']",9
Fold 20,"['TRIO', 'CDK10', 'MT-TH', 'HNRNPA3P6', 'RP11-570P14.1', 'RPL23AP7', 'AC093627.8', 'GAPDHP60', 'GOLGA5P1']",9
Fold 21,"['TRIO', 'TUBA1C', 'CDK10', 'Y_RNA.18', 'Y_RNA.138', 'Y_RNA.298', 'MT-TH', 'HNRNPA3P6', 'RPL34P34', 'YWHAQP5', 'RPL23AP7', 'AC093627.8', 'GOLGA5P1', 'MTRNR2L8']",14
Fold 22,"['TRIO', 'ACACB', 'CDK10', 'RNA5SP387', 'MT-TR', 'MT-TH', 'RPL34P34', 'YWHAQP5', 'GOLGA5P1']",9
Fold 23,"['TRIO', 'PIR', 'MVK', 'TNNI2', 'ST6GAL2', 'MAP1A', 'CDK10', 'GPX1P1', 'MIRLET7D', 'RNA5SP387', 'Y_RNA.138', 'Y_RNA.201', 'MT-TM', 'MT-TD', 'MT-TR', 'MT-TH', 'HNRNPA3P6', 'YWHAQP5', 'RPL23AP7', 'RP11-120B7.1', 'LILRA6']",21
Fold 24,"['PLEK2', 'MT-TH', 'HNRNPA3P6', 'RPL23AP7', 'RP11-120B7.1']",5
