,{'alpha': np.float64(1.0)},{'alpha': np.float64(1.6681005372000588)},{'alpha': np.float64(2.7825594022071245)},{'alpha': np.float64(4.641588833612778)},{'alpha': np.float64(7.742636826811269)},{'alpha': np.float64(12.91549665014884)},{'alpha': np.float64(21.544346900318832)},{'alpha': np.float64(35.93813663804626)},{'alpha': np.float64(59.94842503189409)},{'alpha': np.float64(100.0)}
Granulocytes_STAT5_unstim,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Granulocytes_STAT3_unstim,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Granulocytes_S6_unstim,0.151,0.15,0.137,0.11,0.048,0.0,0.0,0.0,0.0,0.0
Granulocytes_IkB_unstim,0.066,0.064,0.064,0.065,0.052,0.001,0.0,0.0,0.0,0.0
Bcells_STAT5_unstim,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bcells_STAT3_unstim,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bcells_S6_unstim,0.174,0.136,0.082,0.023,0.001,0.0,0.0,0.0,0.0,0.0
Bcells_STAT6_unstim,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cMCs_STAT5_unstim,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cMCs_STAT1_unstim,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cMCs_STAT3_unstim,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cMCs_S6_unstim,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cMCs_STAT6_unstim,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCR2poscMCs_STAT5_unstim,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCR2poscMCs_STAT1_unstim,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCR2poscMCs_STAT3_unstim,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCR2poscMCs_S6_unstim,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCR2poscMCs_STAT6_unstim,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MDSCs_STAT5_unstim,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MDSCs_STAT1_unstim,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MDSCs_STAT3_unstim,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MDSCs_S6_unstim,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MDSCs_STAT6_unstim,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DCs_STAT5_unstim,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DCs_STAT3_unstim,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DCs_S6_unstim,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mDCs_STAT5_unstim,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mDCs_STAT1_unstim,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mDCs_STAT3_unstim,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mDCs_S6_unstim,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pDCs_STAT5_unstim,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pDCs_STAT3_unstim,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pDCs_S6_unstim,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pDCs_STAT6_unstim,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
intMCs_STAT5_unstim,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
intMCs_STAT1_unstim,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
intMCs_STAT3_unstim,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
intMCs_S6_unstim,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
intMCs_STAT6_unstim,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCR2posintMCs_STAT5_unstim,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCR2posintMCs_STAT1_unstim,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCR2posintMCs_STAT3_unstim,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCR2posintMCs_S6_unstim,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCR2posintMCs_STAT6_unstim,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ncMCs_STAT5_unstim,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ncMCs_STAT3_unstim,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ncMCs_S6_unstim,0.003,0.002,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCR2negncMCs_STAT5_unstim,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCR2negncMCs_STAT3_unstim,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCR2negncMCs_S6_unstim,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NK_STAT3_unstim,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NK_S6_unstim,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD56hiCD16negNK_STAT5_unstim,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD56hiCD16negNK_STAT3_unstim,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD56hiCD16negNK_S6_unstim,0.018,0.013,0.009,0.003,0.0,0.0,0.0,0.0,0.0,0.0
CD56loCD16negNK_STAT3_unstim,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD56loCD16negNK_S6_unstim,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD69negCD56loCD16negNK_STAT3_unstim,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD69negCD56loCD16negNK_S6_unstim,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD69posCD56loCD16negNK_STAT3_unstim,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD69posCD56loCD16negNK_S6_unstim,0.002,0.002,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0
