,Fold selected features,Fold nb of features
Fold 0,"['PRO_HSPH1', 'PRO_IL1B', 'PRO_ALK']",3
Fold 1,"['unstim_CD4Trm_Frequency', 'unstim_Tregnaive_Frequency', 'PRO_WWOX', 'PRO_IL1B', 'PRO_CCL3', 'PRO_ALK']",6
Fold 2,['unstim_CD4Trm_Frequency'],1
Fold 3,"['TNF_Th1_149Sm_CREB', 'PRO_WWOX', 'PRO_IL1B']",3
Fold 4,"['unstim_CD4Trm_Frequency', 'PRO_IL1B', 'PRO_CCL3']",3
Fold 5,"['unstim_CD4Trm_Frequency', 'unstim_Tregnaive_Frequency', 'LPS_Granulocytes_159Tb_MAPKAPK2']",3
Fold 6,"['unstim_CD4Tnaive_Frequency', 'unstim_CD4Trm_Frequency', 'PRO_HSPH1', 'PRO_ITGAV|ITGB3', 'PRO_IL1B']",5
Fold 7,"['unstim_CD4Trm_Frequency', 'PRO_ALK']",2
Fold 8,"['unstim_CD4Trm_Frequency', 'PRO_IL1B', 'PRO_ASAH1', 'PRO_ALK']",4
Fold 9,"['unstim_CD4Trm_Frequency', 'PRO_IL1B', 'PRO_CCL3', 'PRO_ALK']",4
Fold 10,"['unstim_CD4Trm_Frequency', 'unstim_Tregnaive_Frequency', 'PRO_IL1B', 'PRO_TOPBP1']",4
Fold 11,"['unstim_CD4Trm_Frequency', 'PRO_ALK']",2
Fold 12,"['unstim_CD4Trm_Frequency', 'TNF_Th1_149Sm_CREB', 'PRO_LDLR', 'PRO_IL1B', 'PRO_BIRC3', 'PRO_ALK']",6
Fold 13,"['PRO_BLK', 'PRO_WWOX', 'PRO_IL1B', 'PRO_ASAH1', 'PRO_ALK', 'PRO_IRF6']",6
Fold 14,"['unstim_CD4Tnaive_Frequency', 'unstim_CD4Trm_Frequency', 'unstim_NK_Frequency', 'TNF_Th1_149Sm_CREB', 'PRO_IL1B', 'PRO_CCL3', 'PRO_ALK']",7
Fold 15,"['unstim_CD4Trm_Frequency', 'PRO_WWOX', 'PRO_IL1B', 'PRO_CCL3', 'PRO_BIRC3', 'PRO_ALK']",6
Fold 16,"['unstim_CD4Trm_Frequency', 'PRO_IL1B', 'PRO_ALK']",3
Fold 17,"['unstim_CD4Trm_Frequency', 'PRO_IL1B', 'PRO_ALK']",3
Fold 18,['unstim_CD4Trm_Frequency'],1
Fold 19,"['unstim_CD4Trm_Frequency', 'PRO_TNFAIP3', 'PRO_IL1B', 'PRO_CCL3', 'PRO_PPIB']",5
Fold 20,"['PRO_WWOX', 'PRO_PPIB', 'PRO_ASAH1', 'PRO_IRF6']",4
Fold 21,"['unstim_CD4Trm_Frequency', 'PRO_IL1B', 'PRO_CCL3', 'PRO_ALK', 'PRO_IRF6']",5
Fold 22,"['unstim_CD4Trm_Frequency', 'PRO_IL1B', 'PRO_ALK']",3
Fold 23,"['unstim_CD4Trm_Frequency', 'TNF_Th1_149Sm_CREB']",2
Fold 24,"['unstim_CD4Trm_Frequency', 'unstim_Tregnaive_Frequency', 'PRO_HSPH1', 'PRO_CCL3', 'PRO_ASAH1', 'PRO_ALK']",6
Fold 25,"['PRO_WWOX', 'PRO_ALK']",2
Fold 26,"['unstim_CD4Trm_Frequency', 'PRO_HSPH1', 'PRO_IL1B', 'PRO_CCL3']",4
Fold 27,"['unstim_Th1naive_149Sm_CREB', 'unstim_CD4Trm_Frequency', 'unstim_pDC_Frequency', 'PRO_IL1B', 'PRO_ALK']",5
Fold 28,"['unstim_CD4Trm_Frequency', 'TNF_ncMC_167Er_ERK', 'PRO_WWOX', 'PRO_IL1B', 'PRO_TOPBP1']",5
Fold 29,"['unstim_CD4Tnaive_Frequency', 'unstim_CD4Trm_Frequency', 'unstim_Tregnaive_Frequency', 'PRO_WWOX', 'PRO_IL1B', 'PRO_ALK']",6
Fold 30,['unstim_CD4Trm_Frequency'],1
Fold 31,"['unstim_CD4Trm_Frequency', 'unstim_Tregnaive_Frequency', 'PRO_ARL11', 'PRO_CNTN3', 'PRO_IL1B', 'PRO_ASAH1', 'PRO_ALK', 'PRO_IRF6']",8
Fold 32,"['PRO_IL1B', 'PRO_ALK']",2
Fold 33,"['unstim_CD4Trm_Frequency', 'unstim_Tregnaive_Frequency', 'PRO_WWOX', 'PRO_ASAH1', 'PRO_ALK']",5
Fold 34,"['PRO_LDLR', 'PRO_WWOX', 'PRO_IL1B']",3
Fold 35,"['PRO_ARL11', 'PRO_WWOX', 'PRO_ALK', 'PRO_IRF6']",4
Fold 36,"['unstim_CD4Trm_Frequency', 'PRO_IL1B', 'PRO_ALK']",3
Fold 37,"['unstim_CD4Trm_Frequency', 'PRO_WWOX', 'PRO_IL1B', 'PRO_CCL3', 'PRO_ASAH1', 'PRO_ALK']",6
Fold 38,"['unstim_CD4Trm_Frequency', 'PRO_IL1B', 'PRO_CCL3', 'PRO_IRF6']",4
Fold 39,"['unstim_Th1naive_149Sm_CREB', 'unstim_Th1naive_164Dy_IkB', 'unstim_CD4Trm_Frequency', 'unstim_Tregnaive_Frequency']",4
Fold 40,"['unstim_CD4Trm_Frequency', 'TNF_Th1_149Sm_CREB']",2
Fold 41,"['unstim_Th1naive_164Dy_IkB', 'unstim_CD4Trm_Frequency', 'unstim_Tregnaive_Frequency', 'LPS_Granulocytes_159Tb_MAPKAPK2', 'PRO_WWOX', 'PRO_BIRC3']",6
Fold 42,"['unstim_CD4Trm_Frequency', 'PRO_WWOX', 'PRO_IL1B', 'PRO_CCL3']",4
Fold 43,"['unstim_CD4Tnaive_Frequency', 'unstim_CD4Trm_Frequency', 'PRO_IL1B', 'PRO_ALK']",4
Fold 44,"['PRO_MTHFD2', 'PRO_IL1B', 'PRO_ALK']",3
Fold 45,"['unstim_CD4Trm_Frequency', 'unstim_Tregnaive_Frequency', 'TNF_Th1_149Sm_CREB', 'PRO_WWOX', 'PRO_ALK']",5
Fold 46,"['unstim_CD4Trm_Frequency', 'PRO_CCL3', 'PRO_ALK']",3
Fold 47,['PRO_BLK'],1
Fold 48,"['PRO_WWOX', 'PRO_IL1B', 'PRO_ASAH1', 'PRO_ALK']",4
Fold 49,"['unstim_CD4Trm_Frequency', 'unstim_Tregnaive_Frequency', 'PRO_HSPH1', 'PRO_PSMB4', 'PRO_IL1R1', 'PRO_IL1B', 'PRO_CCL3', 'PRO_LGALS1']",8
Fold 50,"['PRO_WWOX', 'PRO_IL1B']",2
Fold 51,"['unstim_CD4Trm_Frequency', 'PRO_WWOX', 'PRO_IL1B', 'PRO_IL18', 'PRO_ALK']",5
Fold 52,"['unstim_CD4Trm_Frequency', 'PRO_IL1B', 'PRO_CCL3', 'PRO_ASAH1', 'PRO_ALK']",5
Fold 53,"['unstim_CD4Trm_Frequency', 'unstim_Tregnaive_Frequency', 'PRO_LDLR', 'PRO_HSPH1', 'PRO_IL1B', 'PRO_CCL3', 'PRO_ALK']",7
Fold 54,"['unstim_CD4Trm_Frequency', 'PRO_LDLR', 'PRO_TNFAIP3', 'PRO_WWOX', 'PRO_CCL3', 'PRO_ALK']",6
Fold 55,"['unstim_CD4Trm_Frequency', 'PRO_ALK']",2
Fold 56,"['unstim_CD4Trm_Frequency', 'PRO_LDLR', 'PRO_IL1B', 'PRO_CCL3', 'PRO_IL18', 'PRO_ALK']",6
Fold 57,"['unstim_CD4Trm_Frequency', 'unstim_Tregnaive_Frequency', 'PRO_IL1B', 'PRO_CCL3', 'PRO_ASAH1', 'PRO_ALK']",6
Fold 58,"['unstim_CD4Trm_Frequency', 'PRO_TLR4', 'PRO_BLK', 'PRO_IL1B', 'PRO_CCL3', 'PRO_ASAH1']",6
Fold 59,"['unstim_CD4Trm_Frequency', 'PRO_TNFAIP3', 'PRO_WWOX', 'PRO_IL1B']",4
Fold 60,"['PRO_WWOX', 'PRO_MTHFD2', 'PRO_IL1B', 'PRO_ALK']",4
Fold 61,"['unstim_CD4Trm_Frequency', 'PRO_WWOX', 'PRO_IL1B', 'PRO_ALK', 'PRO_TOPBP1']",5
Fold 62,"['PRO_LDLR', 'PRO_WWOX', 'PRO_FCGR1A', 'PRO_IL18', 'PRO_ASAH1']",5
Fold 63,"['unstim_CD4Tnaive_Frequency', 'unstim_CD4Trm_Frequency', 'unstim_Tregnaive_Frequency', 'PRO_MGA', 'PRO_IL1B']",5
Fold 64,"['unstim_CD4Trm_Frequency', 'unstim_Tregnaive_Frequency', 'TNF_Th1_149Sm_CREB', 'PRO_BLK', 'PRO_HSPH1', 'PRO_WWOX', 'PRO_ALK']",7
Fold 65,"['PRO_TLR4', 'PRO_ARL11', 'PRO_IL1B', 'PRO_ALK', 'PRO_IRF6']",5
Fold 66,"['unstim_CD4Trm_Frequency', 'PRO_IL1B', 'PRO_ASAH1', 'PRO_RAP2A']",4
Fold 67,"['unstim_Tregnaive_150Nd_STAT5', 'unstim_CD4Trm_Frequency', 'unstim_Tregnaive_Frequency']",3
Fold 68,"['PRO_WWOX', 'PRO_IL1B', 'PRO_ALK']",3
Fold 69,"['unstim_CD4Trm_Frequency', 'TNF_Granulocytes_155Gd_S6', 'TNF_Th1_149Sm_CREB', 'PRO_LDLR', 'PRO_WWOX', 'PRO_IL1B', 'PRO_CCL3', 'PRO_ALK']",8
