,{'alpha': np.float64(1.0)},{'alpha': np.float64(1.6681005372000586)},{'alpha': np.float64(2.7825594022071245)},{'alpha': np.float64(4.641588833612778)},{'alpha': np.float64(7.742636826811269)},{'alpha': np.float64(12.91549665014884)},{'alpha': np.float64(21.544346900318832)},{'alpha': np.float64(35.93813663804626)},{'alpha': np.float64(59.94842503189409)},{'alpha': np.float64(100.0)}
artificial.1,0.454,0.379,0.234,0.123,0.043,0.002,0.0,0.0,0.0,0.0
artificial.2,0.227,0.157,0.086,0.027,0.004,0.0,0.0,0.0,0.0,0.0
artificial.3,0.158,0.077,0.04,0.01,0.001,0.0,0.0,0.0,0.0,0.0
artificial.4,0.016,0.012,0.009,0.005,0.0,0.0,0.0,0.0,0.0,0.0
artificial.5,0.311,0.246,0.22,0.215,0.171,0.02,0.0,0.0,0.0,0.0
artificial.6,0.242,0.173,0.077,0.004,0.0,0.0,0.0,0.0,0.0,0.0
artificial.7,0.025,0.01,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.8,0.215,0.146,0.082,0.01,0.001,0.0,0.0,0.0,0.0,0.0
artificial.9,0.24,0.171,0.069,0.022,0.004,0.0,0.0,0.0,0.0,0.0
artificial.10,0.037,0.02,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.11,0.021,0.012,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.12,0.08,0.045,0.016,0.002,0.001,0.0,0.0,0.0,0.0,0.0
artificial.13,0.396,0.294,0.163,0.049,0.001,0.0,0.0,0.0,0.0,0.0
artificial.14,0.029,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.15,0.473,0.331,0.133,0.02,0.001,0.0,0.0,0.0,0.0,0.0
artificial.16,0.513,0.373,0.201,0.086,0.025,0.001,0.0,0.0,0.0,0.0
artificial.17,0.35,0.257,0.158,0.075,0.022,0.0,0.0,0.0,0.0,0.0
artificial.18,0.121,0.101,0.078,0.03,0.006,0.0,0.0,0.0,0.0,0.0
artificial.19,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.20,0.006,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.21,0.232,0.142,0.059,0.011,0.0,0.0,0.0,0.0,0.0,0.0
artificial.22,0.282,0.15,0.042,0.005,0.002,0.0,0.0,0.0,0.0,0.0
artificial.23,0.097,0.028,0.006,0.002,0.001,0.0,0.0,0.0,0.0,0.0
artificial.24,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.25,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.26,0.091,0.041,0.018,0.004,0.001,0.0,0.0,0.0,0.0,0.0
artificial.27,0.079,0.047,0.029,0.016,0.009,0.0,0.0,0.0,0.0,0.0
artificial.28,0.513,0.442,0.347,0.219,0.12,0.011,0.0,0.0,0.0,0.0
