,Fold selected features,Fold #features
Fold_0,"['unstim_CD4Tnaive_150Nd_STAT5', 'unstim_CD4Tnaive_Frequency', 'LPS_Baso_155Gd_S6', 'LPS_Bcells_149Sm_CREB', 'LPS_Granulocytes_159Tb_MAPKAPK2', 'IL246_DC_155Gd_S6', 'IL246_Granulocytes_154Sm_STAT3', 'IL246_mDC_155Gd_S6', 'PRO_UPP1']",9
Fold_1,"['unstim_CD4Tnaive_Frequency', 'unstim_CD4Trm_Frequency', 'unstim_Tregmem_Frequency', 'LPS_Baso_155Gd_S6', 'LPS_Bcells_164Dy_IkB', 'LPS_Granulocytes_159Tb_MAPKAPK2', 'LPS_pDC_149Sm_CREB', 'PRO_IFNL3']",8
Fold_2,"['unstim_CD4Tnaive_Frequency', 'unstim_CD4Trm_Frequency', 'unstim_gdT_Frequency', 'LPS_Baso_155Gd_S6', 'LPS_DC_164Dy_IkB', 'LPS_Granulocytes_155Gd_S6', 'LPS_pDC_151Eu_p38', 'IL246_DC_150Nd_STAT5', 'IL246_Granulocytes_154Sm_STAT3', 'PRO_CCL3']",10
Fold_3,"['LPS_Baso_155Gd_S6', 'LPS_CD56brightCD16negNK_164Dy_IkB', 'LPS_Granulocytes_159Tb_MAPKAPK2', 'LPS_pDC_164Dy_IkB', 'IL246_Tregnaive_154Sm_STAT3', 'PRO_UPP1', 'PRO_HERPUD2']",7
Fold_4,"['unstim_Granulocytes_166Er_NFkB', 'unstim_Th1naive_167Er_ERK', 'unstim_CD4Trm_Frequency', 'unstim_gdT_Frequency', 'LPS_DC_164Dy_IkB', 'LPS_Granulocytes_159Tb_MAPKAPK2', 'LPS_pDC_151Eu_p38', 'IL246_DC_150Nd_STAT5', 'IL246_DC_155Gd_S6']",9
Fold_5,"['unstim_CD4Tnaive_Frequency', 'unstim_CD4Trm_Frequency', 'unstim_CD8Tem_Frequency', 'unstim_Tregmem_Frequency', 'IL246_DC_154Sm_STAT3', 'IL246_Granulocytes_154Sm_STAT3', 'IL246_pDC_154Sm_STAT3', 'IL246_Tregnaive_154Sm_STAT3', 'PRO_PSMB4', 'PRO_MCAM']",10
Fold_6,['PRO_WWOX'],1
Fold_7,"['LPS_Baso_155Gd_S6', 'LPS_Bcells_164Dy_IkB', 'LPS_Granulocytes_159Tb_MAPKAPK2', 'IL246_Treg_154Sm_STAT3', 'PRO_UPP1', 'PRO_CCL3']",6
Fold_8,"['unstim_CD4Tnaive_Frequency', 'unstim_CD4Trm_Frequency', 'unstim_gdT_Frequency', 'unstim_NK_Frequency', 'IL246_mDC_167Er_ERK', 'PRO_UPP1', 'PRO_HERPUD2']",7
Fold_9,"['unstim_CD4Tnaive_150Nd_STAT5', 'unstim_CD4Trm_Frequency', 'LPS_Bcells_164Dy_IkB', 'LPS_CD56brightCD16negNK_164Dy_IkB', 'LPS_Granulocytes_155Gd_S6', 'LPS_Granulocytes_159Tb_MAPKAPK2', 'LPS_pDC_151Eu_p38', 'IL246_Granulocytes_154Sm_STAT3', 'IL246_Th1_150Nd_STAT5', 'PRO_CCL3']",10
