,{'alpha': np.float64(1.0)},{'alpha': np.float64(1.6681005372000588)},{'alpha': np.float64(2.7825594022071245)},{'alpha': np.float64(4.641588833612778)},{'alpha': np.float64(7.742636826811269)},{'alpha': np.float64(12.91549665014884)},{'alpha': np.float64(21.544346900318832)},{'alpha': np.float64(35.93813663804626)},{'alpha': np.float64(59.94842503189409)},{'alpha': np.float64(100.0)}
cMCs_IkB_IL246,0.416,0.362,0.269,0.201,0.14,0.012,0.0,0.0,0.0,0.0
mDCs_IkB_IL246,0.003,0.003,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Teff_pERK_IL246,0.117,0.08,0.064,0.066,0.032,0.001,0.0,0.0,0.0,0.0
intMCs_pERK_IL246,0.09,0.041,0.009,0.003,0.002,0.0,0.0,0.0,0.0,0.0
mDCs_pERK_IL246,0.002,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bcells_pNFkB_IL246,0.121,0.07,0.023,0.005,0.004,0.0,0.0,0.0,0.0,0.0
CD4Teff_pNFkB_IL246,0.152,0.095,0.067,0.064,0.026,0.001,0.0,0.0,0.0,0.0
CD4Tem_pNFkB_IL246,0.033,0.019,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4negCD8negTcells_pNFkB_IL246,0.092,0.06,0.051,0.038,0.021,0.002,0.0,0.0,0.0,0.0
CD56hiCD16negNK_pNFkB_IL246,0.255,0.204,0.098,0.007,0.0,0.0,0.0,0.0,0.0,0.0
CD8Tcells_Th1_pNFkB_IL246,0.156,0.1,0.032,0.004,0.003,0.0,0.0,0.0,0.0,0.0
CD8Tcm_pNFkB_IL246,0.639,0.469,0.356,0.317,0.181,0.012,0.0,0.0,0.0,0.0
CD8Tcm_CCR2pos_pNFkB_IL246,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD8Teff_pNFkB_IL246,0.118,0.063,0.037,0.025,0.012,0.001,0.0,0.0,0.0,0.0
CD8Tem_pNFkB_IL246,0.459,0.197,0.024,0.0,0.001,0.0,0.0,0.0,0.0,0.0
NK_cells_CD11cpos_pNFkB_IL246,0.075,0.047,0.024,0.001,0.0,0.0,0.0,0.0,0.0,0.0
NK_cells_CD11cneg_pNFkB_IL246,0.096,0.047,0.018,0.014,0.022,0.002,0.0,0.0,0.0,0.0
intMCs_pNFkB_IL246,0.07,0.049,0.026,0.013,0.008,0.0,0.0,0.0,0.0,0.0
mDCs_pNFkB_IL246,0.019,0.015,0.012,0.005,0.0,0.0,0.0,0.0,0.0,0.0
ncMCs_pNFkB_IL246,0.334,0.245,0.137,0.017,0.0,0.0,0.0,0.0,0.0,0.0
pDCs_pNFkB_IL246,0.224,0.168,0.08,0.005,0.001,0.0,0.0,0.0,0.0,0.0
MDSCs_pS6_IL246,0.113,0.063,0.036,0.005,0.0,0.0,0.0,0.0,0.0,0.0
cMCs_pS6_IL246,0.117,0.071,0.037,0.009,0.0,0.0,0.0,0.0,0.0,0.0
intMCs_pS6_IL246,0.127,0.075,0.018,0.004,0.0,0.0,0.0,0.0,0.0,0.0
mDCs_pS6_IL246,0.019,0.017,0.016,0.005,0.0,0.0,0.0,0.0,0.0,0.0
Bcells_pSTAT3_IL246,0.002,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Tcm_pSTAT3_IL246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Tcm_CCR2pos_pSTAT3_IL246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Teff_pSTAT3_IL246,0.022,0.012,0.015,0.004,0.001,0.0,0.0,0.0,0.0,0.0
CD4Tem_pSTAT3_IL246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Tem_CCR2pos_pSTAT3_IL246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Tnaive_pSTAT3_IL246,0.956,0.946,0.877,0.61,0.215,0.001,0.0,0.0,0.0,0.0
CD4Tregs_pSTAT3_IL246,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
