,"{'C': np.float64(0.01), 'l1_ratio': 0.5}","{'C': np.float64(0.01), 'l1_ratio': 0.9}","{'C': np.float64(0.056234132519034905), 'l1_ratio': 0.5}","{'C': np.float64(0.056234132519034905), 'l1_ratio': 0.9}","{'C': np.float64(0.31622776601683794), 'l1_ratio': 0.5}","{'C': np.float64(0.31622776601683794), 'l1_ratio': 0.9}","{'C': np.float64(1.7782794100389228), 'l1_ratio': 0.5}","{'C': np.float64(1.7782794100389228), 'l1_ratio': 0.9}","{'C': np.float64(10.0), 'l1_ratio': 0.5}","{'C': np.float64(10.0), 'l1_ratio': 0.9}"
CD4_T_cells_FoxP3+_glandfront_area,0.0,0.0,0.0,0.0,0.007750461258124076,0.002360895369873271,0.033113482967566124,0.010592362505474039,0.12686980560347116,0.06781153979332799
CD4_T_cells_FoxP3+_stromal_area,0.0,0.0,0.010752641377699868,0.0,0.020373863735744985,0.008727836296778112,0.0405938996776338,0.01414695057438803,0.11569972214383431,0.06946283391230741
CD8_T_cells_FoxP3+_glandfront_area,0.0,0.0,6.47482243163267e-05,0.0,0.021537215139878055,0.006325508029319535,0.05247795796145945,0.025350987801684294,0.1301469949173346,0.0837494262664585
CD8_T_cells_FoxP3+_intragland_area,0.0,0.0,0.0,0.0,0.0462446238803281,0.021127805167004077,0.08532231327980205,0.042434115592108385,0.20020059358378692,0.1338057587054906
CD8_T_cells_FoxP3+_stromal_area,0.0,0.0,0.0,0.0,0.012451636232256877,0.0034608431673756887,0.057882156332292586,0.025388788647251036,0.15332281201089779,0.09709850279672635
CD4_T_cells_HLA-DR+_glandfront_area,0.0,0.0,0.001512937498695354,0.0,0.03438109759736738,0.012701556739418671,0.08439020931884247,0.047040817301937085,0.1925083854812733,0.1313773246497367
CD4_T_cells_HLA-DR+_intragland_area,0.0,0.0,0.0,0.0,0.004915749502428058,0.0019369162928876609,0.007983927910996884,0.0043901289940506205,0.029636005409621326,0.014252344230523116
CD4_T_cells_HLA-DR+_stromal_area,0.0,0.0,0.03382874268924183,0.00426405022123174,0.03334562188028262,0.016203499714856132,0.057270750107159214,0.03037650856995526,0.1475379109875181,0.08865944599709048
CD8_T_cells_HLA-DR+_glandfront_area,0.0,0.0,0.0,0.0,0.018641233350611987,0.005001339145079932,0.04323951732410465,0.023031190858704156,0.1319296537290645,0.07463009587455736
CD8_T_cells_HLA-DR+_intragland_area,0.0,0.0,0.007788844098943003,0.0,0.13781001729235273,0.07012702490351216,0.22232400514059356,0.14998787072930392,0.3447659978271598,0.2801754733023439
CD8_T_cells_HLA-DR+_stromal_area,0.0,0.0,0.006510876242647003,0.0,0.04724251268337956,0.020866367298832723,0.09307536557432723,0.053747364627277534,0.18488387060845973,0.13236184753972804
CD4_T_cells_CD80_CD86+_glandfront_area,0.0,0.0,0.0,0.0,0.006382925467133125,0.0007557961400349595,0.03352298646191359,0.012809163077883112,0.1111098576556725,0.06291886694923975
CD4_T_cells_CD80_CD86+_intragland_area,0.0,0.0,0.0,0.0,0.0005082109259363042,0.0,0.012108244135850507,0.0021933244610713265,0.062005103873883353,0.02775052991998596
CD4_T_cells_CD80_CD86+_stromal_area,0.0,0.0,0.004358140683582478,0.0,0.04169130434560033,0.029108742548226926,0.061276524753416745,0.03222620151658652,0.15847378010482316,0.09707482013577963
CD8_T_cells_CD80_CD86+_glandfront_area,0.0,0.0,0.0,0.0,0.00818746982513135,0.0014010221589598024,0.04385169416551373,0.014259353623505954,0.15731184869302164,0.08958340018045792
CD8_T_cells_CD80_CD86+_intragland_area,0.0,0.0,0.0,0.0,0.004630665522181292,0.0014498242717055148,0.024638810015697718,0.005948758022576736,0.09720491788191636,0.05206958679036366
CD8_T_cells_CD80_CD86+_stromal_area,0.0,0.0,0.06501781863275531,0.019069455864738925,0.12845257934287824,0.09121112123512173,0.1549742230886357,0.10532132481435824,0.2646663008817236,0.19735206319290705
CD4_T_cells_CD11b+_glandfront_area,0.0,0.0,0.017728486504051365,0.0,0.023990430982507215,0.012121996614753813,0.03851037995022426,0.024075696278402038,0.09556891614176029,0.057289445538744106
CD4_T_cells_CD11b+_intragland_area,0.0,0.0,0.00010948399853512107,0.0,0.019708714360275506,0.011659858724642926,0.03152218678227127,0.018366919248054055,0.07957975180553147,0.048957760844732114
CD4_T_cells_CD11b+_stromal_area,0.0,0.0,0.028772005466245986,0.006146413116152289,0.01802000540705284,0.013296105089374528,0.032780643058096116,0.015976462027541456,0.10554076965747901,0.06012286682744074
CD8_T_cells_CD11b+_glandfront_area,0.0,0.0,0.01761204768941303,0.0,0.07852273734543384,0.04957144009104514,0.10969308866610052,0.06567410203775005,0.2243689448789356,0.15504184918191535
CD8_T_cells_CD11b+_intragland_area,0.0,0.0,0.0,0.0,0.03219118299163957,0.020324155289708875,0.0413356745576535,0.0248140167911738,0.08545062108656638,0.05722630177269285
CD8_T_cells_CD11b+_stromal_area,0.0,0.0,0.0,0.0,0.049163120932375244,0.013847294985144504,0.12559815008532443,0.07027219745910683,0.23976951526694965,0.17639333579834415
Stroma_mesenchymal_glandfront_area,0.0,0.0,0.0,0.0,0.006372577446522413,0.002490270798293503,0.017512120049461965,0.006393292009545908,0.07102376560568738,0.034700156794841105
Stroma_mesenchymal_stromal_area,0.0,0.0,0.0,0.0,0.0040588039938471085,0.0,0.020469325361902664,0.007472202079212995,0.10029013033924324,0.044045436197085445
Stroma_vascular_endothelium_glandfront_area,0.0,0.0,0.005617573092779847,0.0,0.03658671335123394,0.014903143233964864,0.07034494118212357,0.04094611828172017,0.1571673957409091,0.10558534020875357
Stroma_vascular_endothelium_stromal_area,0.0,0.0,0.04137740675617354,0.0053089780465880995,0.08735189203250396,0.05263495112788701,0.14017337550751338,0.08914403390239087,0.2424770495058854,0.18486039660854553
Stroma_fibroblast_glandfront_area,0.0,0.0,0.04157856662929485,0.008361697393374317,0.12503115268798007,0.08375000830293593,0.16668039871322907,0.11602710946397568,0.2677115128134937,0.20624743824571626
Stroma_fibroblast_stromal_area,0.0,0.0,0.113791653568054,0.0479721132684865,0.1080436184760311,0.06531019617207559,0.15410563480589912,0.09236705771717169,0.29572603773098916,0.21171336655329503
NK_cells_CD56brCD16-_glandfront_area,0.0,0.0,0.0,0.0,0.037169534434789805,0.012176688311427899,0.10322442308510209,0.05624403819391073,0.22059157163123183,0.1545563342144379
NK_cells_CD56brCD16-_stromal_area,0.0,0.0,0.04923108881814404,0.010980977373634584,0.07851859339163754,0.05440403711626543,0.10839371501009173,0.07060371770074615,0.20203259433451753,0.1439191582643144
NK_cells_CD56dimCD16+_glandfront_area,0.0,0.0,0.0,0.0,0.023951282476829306,0.009481148808627108,0.0479199105362202,0.022913950949925002,0.1343146239390633,0.07843533230758562
NK_cells_CD56dimCD16+_intragland_area,0.0,0.0,0.0,0.0,0.05310979642719044,0.018460684397585626,0.1088420308264864,0.05679593354753045,0.225607970516438,0.15876881172627091
NK_cells_CD56dimCD16+_stromal_area,0.0,0.0,0.0041303983283799755,0.0,0.016644051882946514,0.006026566907239707,0.05661028561583116,0.023268412534001734,0.15196214581332992,0.09576484249090136
NK_cells_CD56brCD16-NKG2AhiTIM3hi_stromal_area,0.0,0.0,0.07280555858876307,0.025483391406999723,0.027246564209581582,0.020657342927394202,0.035507943568186,0.02118537520717286,0.09550008465246324,0.05359492550726604
