,{'C': np.float64(0.01)},{'C': np.float64(0.12)},{'C': np.float64(0.23)},{'C': np.float64(0.34)},{'C': np.float64(0.45)},{'C': np.float64(0.56)},{'C': np.float64(0.67)},{'C': np.float64(0.78)},{'C': np.float64(0.89)},{'C': np.float64(1.0)}
IL246_Baso_149Sm_CREB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IL246_Baso_151Eu_p38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IL246_Baso_155Gd_S6,0.0,0.003,0.008,0.009,0.011,0.016,0.02,0.019,0.019,0.022
IL246_Baso_159Tb_MAPKAPK2,0.0,0.006,0.012,0.022,0.027,0.031,0.036,0.036,0.036,0.037
IL246_Baso_164Dy_IkB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IL246_Baso_166Er_NFkB,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.002,0.002,0.002
IL246_Bcells_149Sm_CREB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IL246_Bcells_150Nd_STAT5,0.0,0.0,0.015,0.069,0.115,0.148,0.173,0.186,0.194,0.21
IL246_Bcells_151Eu_p38,0.0,0.0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
IL246_Bcells_154Sm_STAT3,0.0,0.002,0.017,0.038,0.052,0.064,0.068,0.07,0.076,0.079
IL246_Bcells_155Gd_S6,0.0,0.024,0.054,0.074,0.084,0.087,0.089,0.096,0.099,0.104
IL246_Bcells_159Tb_MAPKAPK2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IL246_Bcells_164Dy_IkB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IL246_Bcells_166Er_NFkB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IL246_Bcells_167Er_ERK,0.0,0.0,0.0,0.004,0.013,0.024,0.03,0.035,0.039,0.041
IL246_Bcells_168Er_pSTAT6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IL246_CD4T_149Sm_CREB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IL246_CD4T_150Nd_STAT5,0.0,0.0,0.007,0.014,0.02,0.023,0.028,0.031,0.032,0.032
IL246_CD4T_151Eu_p38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
