,{'C': np.float64(0.01)},{'C': np.float64(0.12)},{'C': np.float64(0.23)},{'C': np.float64(0.34)},{'C': np.float64(0.45)},{'C': np.float64(0.56)},{'C': np.float64(0.67)},{'C': np.float64(0.78)},{'C': np.float64(0.89)},{'C': np.float64(1.0)}
artificial.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.2,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.001,0.001,0.001
artificial.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.5,0.0,0.0,0.004,0.005,0.01,0.01,0.01,0.013,0.017,0.016
artificial.6,0.0,0.002,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0
artificial.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.8,0.0,0.0,0.004,0.006,0.01,0.014,0.015,0.018,0.018,0.02
artificial.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.10,0.0,0.002,0.008,0.012,0.015,0.015,0.016,0.015,0.016,0.017
artificial.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.12,0.0,0.0,0.001,0.007,0.016,0.02,0.028,0.036,0.042,0.044
artificial.13,0.0,0.0,0.002,0.004,0.008,0.01,0.011,0.011,0.013,0.015
artificial.14,0.0,0.001,0.013,0.021,0.036,0.038,0.048,0.052,0.059,0.061
artificial.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.18,0.0,0.0,0.0,0.0,0.002,0.005,0.005,0.006,0.006,0.006
artificial.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001
artificial.21,0.0,0.006,0.023,0.03,0.029,0.03,0.029,0.03,0.031,0.032
artificial.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.23,0.0,0.002,0.005,0.006,0.007,0.009,0.009,0.01,0.011,0.011
artificial.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.26,0.0,0.0,0.0,0.002,0.004,0.007,0.007,0.01,0.011,0.012
artificial.27,0.0,0.0,0.0,0.001,0.002,0.001,0.001,0.001,0.001,0.001
artificial.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.29,0.0,0.007,0.051,0.07,0.078,0.091,0.109,0.114,0.12,0.12
artificial.30,0.0,0.004,0.029,0.036,0.048,0.052,0.055,0.058,0.057,0.058
artificial.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001
artificial.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.33,0.0,0.0,0.003,0.019,0.03,0.039,0.046,0.05,0.052,0.052
artificial.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.37,0.0,0.0,0.041,0.103,0.143,0.179,0.191,0.206,0.22,0.226
artificial.38,0.0,0.002,0.013,0.015,0.023,0.034,0.044,0.051,0.053,0.055
artificial.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.40,0.0,0.001,0.009,0.02,0.028,0.033,0.039,0.04,0.041,0.044
artificial.41,0.0,0.0,0.001,0.002,0.003,0.008,0.009,0.01,0.013,0.013
artificial.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.43,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.001,0.001,0.001
artificial.44,0.0,0.0,0.0,0.001,0.001,0.001,0.001,0.001,0.001,0.001
artificial.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.46,0.0,0.017,0.064,0.084,0.103,0.112,0.119,0.125,0.123,0.125
artificial.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.48,0.0,0.0,0.006,0.018,0.027,0.036,0.045,0.053,0.053,0.056
artificial.49,0.0,0.0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
artificial.50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.51,0.0,0.0,0.007,0.014,0.018,0.024,0.027,0.03,0.03,0.034
artificial.52,0.0,0.0,0.002,0.009,0.015,0.016,0.019,0.02,0.023,0.024
artificial.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.54,0.0,0.001,0.001,0.002,0.003,0.003,0.004,0.004,0.005,0.005
artificial.55,0.0,0.0,0.0,0.005,0.013,0.019,0.022,0.023,0.026,0.029
artificial.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.58,0.0,0.0,0.001,0.012,0.019,0.023,0.026,0.032,0.035,0.037
artificial.59,0.0,0.0,0.0,0.0,0.0,0.002,0.004,0.005,0.007,0.008
artificial.60,0.0,0.0,0.004,0.013,0.024,0.032,0.035,0.037,0.041,0.045
artificial.61,0.0,0.075,0.17,0.249,0.304,0.331,0.346,0.357,0.359,0.366
artificial.62,0.0,0.001,0.002,0.004,0.007,0.006,0.006,0.008,0.009,0.009
artificial.63,0.0,0.001,0.006,0.013,0.018,0.025,0.028,0.031,0.034,0.037
artificial.64,0.0,0.012,0.034,0.032,0.044,0.048,0.056,0.06,0.064,0.066
artificial.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.66,0.0,0.002,0.013,0.019,0.019,0.02,0.024,0.026,0.027,0.028
artificial.67,0.0,0.003,0.015,0.032,0.031,0.032,0.036,0.039,0.039,0.042
artificial.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.69,0.0,0.001,0.014,0.019,0.028,0.03,0.034,0.038,0.037,0.038
artificial.70,0.0,0.0,0.0,0.0,0.0,0.001,0.002,0.003,0.003,0.004
artificial.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001
artificial.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.74,0.0,0.023,0.082,0.14,0.178,0.197,0.208,0.219,0.229,0.236
artificial.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.76,0.0,0.0,0.039,0.139,0.208,0.251,0.277,0.295,0.306,0.311
artificial.77,0.0,0.0,0.0,0.003,0.006,0.011,0.013,0.012,0.012,0.014
artificial.78,0.0,0.0,0.019,0.021,0.036,0.044,0.049,0.059,0.065,0.063
artificial.79,0.0,0.0,0.0,0.001,0.001,0.002,0.002,0.004,0.004,0.006
artificial.80,0.0,0.0,0.003,0.011,0.022,0.024,0.029,0.031,0.033,0.034
artificial.81,0.0,0.0,0.009,0.039,0.056,0.069,0.077,0.084,0.089,0.093
artificial.82,0.0,0.0,0.003,0.005,0.005,0.004,0.005,0.005,0.006,0.007
artificial.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.84,0.0,0.002,0.014,0.034,0.044,0.05,0.053,0.053,0.058,0.058
artificial.85,0.0,0.0,0.0,0.003,0.004,0.003,0.004,0.003,0.003,0.003
artificial.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.87,0.0,0.0,0.003,0.004,0.005,0.005,0.005,0.006,0.008,0.008
artificial.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.89,0.0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
artificial.90,0.0,0.0,0.0,0.002,0.002,0.002,0.003,0.003,0.003,0.003
artificial.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.95,0.0,0.0,0.0,0.001,0.002,0.003,0.003,0.003,0.003,0.003
artificial.96,0.0,0.0,0.007,0.029,0.051,0.066,0.071,0.075,0.083,0.086
artificial.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.98,0.0,0.002,0.013,0.021,0.031,0.035,0.035,0.037,0.042,0.044
artificial.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.100,0.0,0.008,0.016,0.019,0.021,0.022,0.026,0.026,0.026,0.029
artificial.101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.103,0.0,0.0,0.001,0.003,0.003,0.003,0.002,0.003,0.003,0.003
artificial.104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.107,0.0,0.0,0.001,0.004,0.006,0.007,0.007,0.006,0.007,0.006
artificial.108,0.0,0.0,0.003,0.011,0.021,0.025,0.028,0.033,0.038,0.041
artificial.109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.110,0.0,0.0,0.0,0.003,0.004,0.005,0.004,0.005,0.005,0.005
