,Fold selected features,Fold nb of features
Fold 0,"['CD4Tnaive_pSTAT5_Unstim', 'Granulocytes_pS6_Unstim', 'Granulocytes_pS6_TNFa', 'CD4Tnaive_pSTAT3_TNFa', 'Granulocytes_pS6_LPS', 'CD4Tnaive_pSTAT3_IL246', 'CD4Tnaive_pSTAT5_IL246', 'CD4Tnaive_pSTAT3_IFNa', 'CD4Tnaive_pSTAT5_IFNa', 'Granulocytes_pS6_GMCSF', 'CD4Tnaive_pSTAT3_GMCSF', 'ncMCs_pMK2_PI', 'CD8Tcm_CCR2pos_pNFkB_PI', 'Granulocytes_pS6_PI', 'CD4Tnaive_pSTAT3_PI', 'CD4Tnaive_pSTAT5_PI']",16
Fold 1,"['CD4Tnaive_pSTAT5_Unstim', 'Granulocytes_pS6_Unstim', 'intMCs_IkB_TNFa', 'Granulocytes_pS6_TNFa', 'CD4Tnaive_pSTAT3_TNFa', 'MDSCs_pCREB_LPS', 'Granulocytes_pS6_LPS', 'CD4Tnaive_pSTAT1_LPS', 'CD4Tregs_pSTAT3_LPS', 'CD8Tnaive_pSTAT3_LPS', 'CD4Teff_pSTAT5_LPS', 'CD4Tnaive_pSTAT3_IL246', 'CD4Tnaive_pSTAT5_IL246', 'mDCs_HLADR_IFNa', 'Granulocytes_pCREB_IFNa', 'intMCs_pCREB_IFNa', 'CD4Tregs_pNFkB_IFNa', 'CD56hiCD16negNK_pNFkB_IFNa', 'intMCs_pNFkB_IFNa', 'ncMCs_pNFkB_IFNa', 'pDCs_pNFkB_IFNa', 'ncMCs_pS6_IFNa', 'CD4Tnaive_pSTAT3_IFNa', 'CD4negCD8negTcells_pSTAT3_IFNa', 'CD8Tcells_Th1_pSTAT3_IFNa', 'Granulocytes_pSTAT3_IFNa', 'pDCs_pSTAT3_IFNa', 'CD4Tnaive_pSTAT5_IFNa', 'CD4Tregs_pSTAT5_IFNa', 'NKT_pSTAT6_IFNa', 'intMCs_pCREB_GMCSF', 'Granulocytes_pNFkB_GMCSF', 'Granulocytes_pS6_GMCSF', 'CD4Tnaive_pSTAT3_GMCSF', 'NK_cells_CD11cpos_HLADR_PI', 'ncMCs_pMK2_PI', 'Granulocytes_pS6_PI', 'CD4Tnaive_pSTAT3_PI', 'CD4Tregs_HLADR_IL33', 'cMCs_HLADR_IL33', 'cMCs_pCREB_IL33', 'CD4Teff_pNFkB_IL33', 'CD4negCD8negTcells_pNFkB_IL33', 'cMCs_pNFkB_IL33', 'pDCs_pNFkB_IL33', 'CD56hiCD16negNK_pS6_IL33', 'CD8Tcells_Th1_pS6_IL33', 'CD8Tnaive_pSTAT3_IL33', 'Granulocytes_pSTAT3_IL33']",49
Fold 2,"['CD4Tnaive_pSTAT5_Unstim', 'Granulocytes_pS6_Unstim', 'intMCs_pCREB_TNFa', 'Granulocytes_pS6_TNFa', 'CD4Tnaive_pSTAT3_TNFa', 'Granulocytes_pS6_LPS', 'CD8Tnaive_pSTAT3_LPS', 'CD4Tnaive_pSTAT5_LPS', 'CD4Tnaive_pSTAT3_IL246', 'CD4Tnaive_pSTAT3_IFNa', 'CD4Tnaive_pSTAT5_IFNa', 'intMCs_pCREB_GMCSF', 'Granulocytes_pS6_GMCSF', 'pDCs_HLADR_PI', 'Granulocytes_pMK2_PI', 'ncMCs_pMK2_PI', 'CD4Tregs_pNFkB_PI', 'CD8Tcm_CCR2pos_pNFkB_PI', 'Granulocytes_pS6_PI', 'CD4Tnaive_pSTAT3_PI', 'CD4Tnaive_pSTAT5_PI', 'CD4Tregs_pSTAT5_PI']",22
Fold 3,"['CD4Tnaive_pSTAT5_Unstim', 'Granulocytes_pS6_Unstim', 'intMCs_pCREB_TNFa', 'mDCs_pCREB_TNFa', 'CD4Teff_pNFkB_TNFa', 'CD8Tcm_pNFkB_TNFa', 'Granulocytes_pS6_TNFa', 'CD4Tnaive_pSTAT3_TNFa', 'Granulocytes_pS6_LPS', 'CD4Tnaive_pSTAT5_LPS', 'CD4Tnaive_pSTAT3_IL246', 'CD4Tnaive_pSTAT5_IL246', 'CD4Tnaive_pSTAT5_IFNa', 'Granulocytes_pS6_GMCSF', 'CD4Tnaive_pSTAT3_GMCSF', 'Granulocytes_pMK2_PI', 'CD8Tcm_CCR2pos_pNFkB_PI', 'CD8Tcells_Th1_pS6_PI', 'Granulocytes_pS6_PI', 'CD4Tnaive_pSTAT5_PI', 'CD4Tregs_pSTAT5_PI']",21
Fold 4,"['CD4Tnaive_pSTAT3_Unstim', 'Granulocytes_pS6_Unstim', 'intMCs_IkB_TNFa', 'intMCs_pCREB_TNFa', 'Granulocytes_pS6_TNFa', 'CD4Tnaive_pSTAT3_TNFa', 'Bcells_pS6_LPS', 'Granulocytes_pS6_LPS', 'CD4Tcm_pSTAT1_LPS', 'CD8Tnaive_pSTAT3_LPS', 'CD4Teff_pSTAT5_LPS', 'CD4Tregs_pSTAT5_LPS', 'CD4Tregs_pNFkB_IL246', 'CD4Tnaive_pSTAT3_IL246', 'pDCs_pSTAT3_IL246', 'MDSCs_pCREB_IFNa', 'CD4Tnaive_pSTAT3_IFNa', 'CD8Tcells_Th1_pSTAT3_IFNa', 'pDCs_pSTAT3_IFNa', 'CD4Tregs_pSTAT5_IFNa', 'intMCs_pCREB_GMCSF', 'Granulocytes_pS6_GMCSF', 'ncMCs_pS6_GMCSF', 'CD4Tnaive_pSTAT3_GMCSF', 'MDSCs_pSTAT3_GMCSF', 'intMCs_pSTAT5_GMCSF', 'NK_cells_CD11cpos_HLADR_PI', 'pDCs_HLADR_PI', 'MDSCs_pCREB_PI', 'CD8Tcm_CCR2pos_pERK_PI', 'ncMCs_pMK2_PI', 'CD4Tregs_pNFkB_PI', 'CD8Tcells_Th1_pNFkB_PI', 'CD8Tcm_CCR2pos_pNFkB_PI', 'CD8Tcells_Th1_pS6_PI', 'Granulocytes_pS6_PI', 'CD4Tnaive_pSTAT3_PI', 'MDSCs_pSTAT3_PI', 'CD4Tnaive_pSTAT5_PI', 'CD4Tregs_pSTAT5_PI', 'CD8Teff_pSTAT5_PI', 'MDSCs_pCREB_IL33', 'CD56hiCD16negNK_pNFkB_IL33', 'CD8Tem_pNFkB_IL33', 'ncMCs_pNFkB_IL33', 'pDCs_pNFkB_IL33', 'CD56hiCD16negNK_pS6_IL33', 'CD8Tcells_Th1_pS6_IL33', 'Granulocytes_pSTAT3_IL33']",49
Fold 5,"['CD4Tnaive_pSTAT5_Unstim', 'Granulocytes_pS6_Unstim', 'Granulocytes_pS6_TNFa', 'intMCs_pS6_TNFa', 'CD4Tnaive_pSTAT3_TNFa', 'Granulocytes_pS6_LPS', 'CD8Tnaive_pSTAT3_LPS', 'CD4Tnaive_pSTAT5_LPS', 'CD56hiCD16negNK_pNFkB_IL246', 'CD4Tnaive_pSTAT3_IL246', 'CD4Tnaive_pSTAT5_IL246', 'CD4Tnaive_pSTAT3_IFNa', 'CD4Tnaive_pSTAT5_IFNa', 'intMCs_pCREB_GMCSF', 'Granulocytes_pS6_GMCSF', 'CD4Tnaive_pSTAT3_GMCSF', 'ncMCs_pMK2_PI', 'CD8Tcm_CCR2pos_pNFkB_PI', 'Granulocytes_pS6_PI']",19
Fold 6,"['CD4Tnaive_pSTAT5_Unstim', 'Granulocytes_pS6_Unstim', 'intMCs_IkB_TNFa', 'intMCs_pCREB_TNFa', 'Granulocytes_pS6_TNFa', 'CD4Tnaive_pSTAT3_TNFa', 'CD4Tnaive_pSTAT5_LPS', 'CD4Tnaive_pSTAT3_IL246', 'CD4Tnaive_pSTAT5_IL246', 'CD4Tnaive_pSTAT3_IFNa', 'CD4Tnaive_pSTAT5_IFNa', 'intMCs_pCREB_GMCSF', 'Granulocytes_pS6_GMCSF', 'CD4Tnaive_pSTAT3_GMCSF', 'ncMCs_pMK2_PI', 'Granulocytes_pS6_PI', 'CD4Tnaive_pSTAT3_PI']",17
Fold 7,"['CD4Tnaive_pSTAT5_Unstim', 'intMCs_IkB_TNFa', 'Granulocytes_pS6_TNFa', 'CD4Tnaive_pSTAT3_TNFa', 'CD4Tnaive_pSTAT3_IL246', 'CD4Tnaive_pSTAT5_IL246', 'CD4Tnaive_pSTAT5_IFNa', 'intMCs_pCREB_GMCSF', 'Granulocytes_pS6_GMCSF', 'ncMCs_pMK2_PI', 'CD8Tcells_Th1_pNFkB_PI', 'CD8Tcm_CCR2pos_pNFkB_PI', 'Granulocytes_pS6_PI', 'CD4Tnaive_pSTAT5_PI', 'CD4Tregs_pSTAT5_PI', 'CD8Tem_HLADR_IL33', 'pDCs_pNFkB_IL33']",17
Fold 8,"['CD4Tnaive_pSTAT5_Unstim', 'Granulocytes_pS6_Unstim', 'intMCs_IkB_TNFa', 'Granulocytes_pS6_TNFa', 'CD4Tnaive_pSTAT3_TNFa', 'Granulocytes_pS6_LPS', 'CD8Tnaive_pSTAT3_LPS', 'CD4Tregs_pSTAT5_LPS', 'MDSCs_pCREB_IFNa', 'CD4Tnaive_pSTAT3_IFNa', 'CD4Tnaive_pSTAT5_IFNa', 'intMCs_pCREB_GMCSF', 'Granulocytes_pS6_GMCSF', 'CD4Tnaive_pSTAT3_GMCSF', 'MDSCs_pCREB_PI', 'CD4Teff_pERK_PI', 'CD4Tregs_pNFkB_PI', 'CD8Tcells_Th1_pS6_PI', 'Granulocytes_pS6_PI', 'CD4Tnaive_pSTAT3_PI', 'CD4Tregs_pSTAT5_PI']",21
Fold 9,"['CD4Tnaive_pSTAT5_Unstim', 'Granulocytes_pS6_Unstim', 'intMCs_pCREB_TNFa', 'CD4Teff_pNFkB_TNFa', 'Granulocytes_pS6_TNFa', 'intMCs_pS6_TNFa', 'CD4Tnaive_pSTAT3_TNFa', 'ncMCs_pp38_LPS', 'Bcells_pS6_LPS', 'Granulocytes_pS6_LPS', 'intMCs_pS6_LPS', 'CD4Tnaive_pSTAT1_LPS', 'CD4Tregs_pSTAT3_LPS', 'CD8Tnaive_pSTAT3_LPS', 'CD4Tnaive_pSTAT5_LPS', 'CD8Tnaive_pSTAT6_LPS', 'CD4Tregs_pNFkB_IL246', 'CD4Tnaive_pSTAT3_IL246', 'CD4Tnaive_pSTAT5_IL246', 'CD4negCD8negTcells_pSTAT6_IL246', 'CD4Tnaive_pSTAT3_IFNa', 'CD4Tnaive_pSTAT5_IFNa', 'intMCs_pCREB_GMCSF', 'Granulocytes_pS6_GMCSF', 'intMCs_pS6_GMCSF', 'CD4Tnaive_pSTAT3_GMCSF', 'Granulocytes_pSTAT5_GMCSF', 'Granulocytes_pMK2_PI', 'CD8Tcm_CCR2pos_pNFkB_PI', 'Granulocytes_pS6_PI', 'CD4Tnaive_pSTAT3_PI', 'CD4Tnaive_pSTAT5_PI']",32
