,Fold selected features,Fold #features
Fold_0,"['NK_STAT1_IFNa', 'CD56loCD16negNK_STAT1_IFNa', 'CD69negCD56loCD16negNK_STAT1_IFNa', 'CD69posCD56loCD16negNK_STAT1_IFNa', 'Granulocytes', 'HEMK2', 'NEGR1', 'C1QR1', 'H2B2E', 'TIMP.3', 'Ephrin.B3', 'Angiopoietin.2', 'Cystatin.C', 'IGFBP.6', 'Siglec.6', 'Activin.A', 'MMP.17', 'sFRP.3', 'SPINT2', 'sTie.1', 'PAI.1', 'SCGF.beta', 'MIP.1a', 'PTN', 'PlGF', 'TIG2', 'ASAH2', 'BGN', 'TSP2', 'Antithrombin.III', 'FSTL3', 'b2.Microglobulin', 'a2.HS.Glycoprotein', 'NID2', 'OLR1', 'RAP', 'TLR4.MD.2.complex', 'VEGF.sR2', 'sTie.2', 'IL.12.RB2', 'discoidin.domain.receptor.1', 'IP.10', 'uPA', 'Histone.H2A.z', 'IL.1.R4', 'SLPI', 'MMP.12', 'SCGF.alpha', 'SLIK5', 'VEGF121', 'Angiogenin', 'GDF2', 'Stanniocalcin.1', 'annexin.I', 'annexin.II', 'GPNMB', 'Notch.1', 'OX2G', 'RELT', 'FABP', 'AFP', 'BID', 'S100A12', 'ANK2', 'PLXB2']",65
Fold_1,"['NK_STAT1_IFNa', 'CD56loCD16negNK_STAT1_IFNa', 'CD69negCD56loCD16negNK_STAT1_IFNa', 'CD69posCD56loCD16negNK_STAT1_IFNa', 'CD8Tmem_STAT1_IFNa', 'NKT_STAT1_IFNa', 'Granulocytes', 'HEMK2', 'H2B2E', 'Angiopoietin.2', 'Cystatin.C', 'ERBB1', 'IGFBP.5', 'Siglec.6', 'Activin.A', 'EDA', 'PAI.1', 'PTN', 'TSP2', 'Antithrombin.III', 'BMP.1', 'FSTL3', 'a1.Antitrypsin', 'sTie.2', 'discoidin.domain.receptor.1', 'uPA', 'Histone.H2A.z', 'IL.1.R4', 'MIC.1', 'SLPI', 'MMP.12', 'CDON', 'SLIK5', 'sL.Selectin', 'Glypican.3', 'VEGF121', 'Angiogenin', 'annexin.I', 'OX2G', 'MP2K4', 'BID', 'Somatostatin.28', 'PLXB2']",43
Fold_2,"['NK_STAT1_IFNa', 'CD56hiCD16negNK_STAT1_IFNa', 'CD56loCD16negNK_STAT1_IFNa', 'CD69negCD56loCD16negNK_STAT1_IFNa', 'CD69posCD56loCD16negNK_STAT1_IFNa', 'Granulocytes', 'HEMK2', 'H2B2E', 'VEGF.sR3', 'SAP', 'PRL', 'Angiopoietin.2', 'Cystatin.C', 'Siglec.6', 'Activin.A', 'sFRP.3', 'SPINT2', 'PAI.1', 'PTN', 'RET', 'BGN', 'Antithrombin.III', 'LGMN', 'OLR1', 'sTie.2', 'discoidin.domain.receptor.1', 'uPA', 'Histone.H2A.z', 'IL.1.R4', 'MIC.1', 'SLPI', 'ADAM12', 'MMP.12', 'Glypican.3', 'VEGF121', 'GDF2', 'annexin.I', 'OX2G', 'IL.1Ra', 'AFP', 'BID', 'Somatostatin.28', 'ROR1', 'PLXB2']",44
Fold_3,"['Bcells_STAT1_IFNa', 'cMCs_STAT1_IFNa', 'CCR2poscMCs_STAT1_IFNa', 'DCs_STAT6_IFNa', 'mDCs_STAT1_IFNa', 'pDCs_STAT1_IFNa', 'CCR2posintMCs_STAT1_IFNa', 'NK_STAT1_IFNa', 'CD56hiCD16negNK_STAT1_IFNa', 'CD56loCD16negNK_STAT1_IFNa', 'CD69negCD56loCD16negNK_STAT1_IFNa', 'CD69posCD56loCD16negNK_STAT1_IFNa', 'CD4Tcells_STAT1_IFNa', 'CD4posTnaive_STAT1_IFNa', 'CD62LposCD4Tnaive_STAT1_IFNa', 'CD4Tcm_STAT1_IFNa', 'CCR5posCCR2posCD4Tcm_STAT1_IFNa', 'CD8Tcells_STAT1_IFNa', 'CD8Tmem_STAT1_IFNa', 'CD8Tcm_STAT1_IFNa', 'CD8Tem_STAT1_IFNa', 'NKT_STAT1_IFNa', 'CD69posCD4Tmem', 'Granulocytes', 'NEGR1', 'H2B2E', 'Cadherin.E', 'PRL', 'Angiopoietin.2', 'Cystatin.C', 'Siglec.6', 'Activin.A', 'SPINT2', 'PAI.1', 'TSP2', 'Antithrombin.III', 'OLR1', 'sTie.2', 'discoidin.domain.receptor.1', 'uPA', 'Histone.H2A.z', 'IL.1.R4', 'SLPI', 'MMP.12', 'KYNU', 'SLIK5', 'VEGF121', 'Angiogenin', 'DERM', 'GPNMB', 'OX2G', 'MP2K4', 'BID', 'Activin.AB', 'PLXB2']",55
Fold_4,"['cMCs_STAT1_IFNa', 'CCR2poscMCs_STAT1_IFNa', 'mDCs_STAT1_IFNa', 'pDCs_STAT1_IFNa', 'intMCs_STAT1_IFNa', 'CCR2posintMCs_STAT1_IFNa', 'NK_STAT1_IFNa', 'CD56hiCD16negNK_STAT1_IFNa', 'CD56loCD16negNK_STAT1_IFNa', 'CD69negCD56loCD16negNK_STAT1_IFNa', 'CD69posCD56loCD16negNK_STAT1_IFNa', 'CCR5posCCR2posCD4Tcm_STAT1_IFNa', 'CCR5posCCR2posCD4Tem_STAT6_IFNa', 'CD8Tcells_STAT1_IFNa', 'NKT_STAT1_IFNa', 'Granulocytes', 'Angiopoietin.2', 'Cystatin.C', 'Siglec.6', 'Activin.A', 'LSAMP', 'Antithrombin.III', 'sTie.2', 'discoidin.domain.receptor.1', 'IP.10', 'uPA', 'IL.1.R4', 'SLPI', 'MMP.12', 'VEGF121', 'HRG', 'OX2G', 'MP2K4', 'PLXB2']",34
Fold_5,"['Granulocytes_S6_unstim', 'NK_STAT1_IFNa', 'CD56hiCD16negNK_STAT1_IFNa', 'CD56loCD16negNK_STAT1_IFNa', 'CD69negCD56loCD16negNK_STAT1_IFNa', 'CD69posCD56loCD16negNK_STAT1_IFNa', 'CCR5posCCR2posCD4Tcm_STAT1_IFNa', 'Granulocytes', 'VEGF.sR3', 'PRL', 'Angiopoietin.2', 'Cystatin.C', 'HGF', 'IGFBP.6', 'Siglec.6', 'Activin.A', 'SPINT2', 'sTie.1', 'contactin.1', 'LSAMP', 'MIP.1a', 'Trypsin', 'ASAH2', 'TSP2', 'Antithrombin.III', 'a2.HS.Glycoprotein', 'RAP', 'sTie.2', 'discoidin.domain.receptor.1', 'IP.10', 'uPA', 'Histone.H2A.z', 'IL.1.R4', 'SLPI', 'MMP.12', 'SLIK5', 'VEGF121', 'GRN', 'HRG', 'GPNMB', 'OX2G', 'RELT', 'MP2K4', 'FABP', 'BID', 'PLXB2']",46
Fold_6,"['Granulocytes_IkB_unstim', 'Granulocytes_ERK_GMCSF', 'ncMCs_MAPKAPK2_GMCSF', 'CCR2negncMCs_MAPKAPK2_GMCSF', 'Bcells_STAT1_IFNa', 'CCR2poscMCs_STAT1_IFNa', 'pDCs_STAT1_IFNa', 'NK_STAT1_IFNa', 'CD56loCD16negNK_STAT1_IFNa', 'CD69negCD56loCD16negNK_STAT1_IFNa', 'CD69posCD56loCD16negNK_STAT1_IFNa', 'CCR5posCCR2posCD4Tcm_STAT1_IFNa', 'CCR5posCCR2posCD4Tem_STAT1_IFNa', 'CD8Tcells_STAT1_IFNa', 'CD8Tmem_STAT1_IFNa', 'CD8Tcm_STAT1_IFNa', 'CD8Tem_STAT1_IFNa', 'CD69posCD8Tmem_STAT1_IFNa', 'NKT_STAT1_IFNa', 'DCs_STAT6_IL246', 'Granulocytes_IkB_LPS', 'Granulocytes', 'HEMK2', 'NEGR1', 'ApoM', 'C1QR1', 'H2B2E', 'VEGF.sR3', 'SAP', 'TIMP.3', 'Cadherin.E', 'Ephrin.B3', 'MMP.9', 'PRL', 'Angiopoietin.2', 'Cystatin.C', 'GA733.1.protein', 'ERBB1', 'IGFBP.5', 'Siglec.6', 'Activin.A', 'Cadherin.5', 'MMP.17', 'SPINT2', 'sTie.1', 'PAI.1', 'SCGF.beta', 'contactin.1', 'LSAMP', 'MIP.1a', 'PTN', 'Galectin.3', 'PlGF', 'ASAH2', 'Nidogen', 'Protease.nexin.I', 'RET', 'SARP.2', 'FCN2', 'RGMB', 'TSP2', 'Antithrombin.III', 'FSTL3', 'IL.18.Ra', 'b2.Microglobulin', 'a1.Antitrypsin', 'Endothelin.converting.enzyme.1', 'NID2', 'OLR1', 'RAP', 'sTie.2', 'IL.12.RB2', 'discoidin.domain.receptor.1', 'sRAGE', 'IP.10', 'uPA', 'Histone.H2A.z', 'IL.1.R4', 'MIC.1', 'SLPI', 'MMP.12', 'SLIK5', 'Gelsolin', 'sL.Selectin', 'VEGF121', 'Angiogenin', 'GDF2', 'MCP.3', 'HCG', 'Stanniocalcin.1', 'annexin.I', 'annexin.II', 'DERM', 'HRG', 'MK11', 'GPNMB', 'Notch.1', 'OX2G', 'SREC.I', 'MP2K4', 'calgranulin.B', 'FABP', 'ALCAM', 'AFP', 'BID', 'S100A12', 'Somatostatin.28', 'Activin.AB', 'ROR1', 'MUC1', 'Galectin.7', 'QORL1', 'PLXB2']",113
Fold_7,"['Bcells_STAT1_IFNa', 'cMCs_STAT1_IFNa', 'CCR2poscMCs_STAT1_IFNa', 'mDCs_STAT1_IFNa', 'CCR2posintMCs_STAT1_IFNa', 'NK_STAT1_IFNa', 'CD56hiCD16negNK_STAT1_IFNa', 'CD56loCD16negNK_STAT1_IFNa', 'CD69negCD56loCD16negNK_STAT1_IFNa', 'CD69posCD56loCD16negNK_STAT1_IFNa', 'CD4Tcells_STAT1_IFNa', 'CD4posTnaive_STAT1_IFNa', 'CD62LposCD4Tnaive_STAT1_IFNa', 'CD4Tcm_STAT1_IFNa', 'CCR5posCCR2posCD4Tcm_STAT1_IFNa', 'CCR5posCCR2posCD4Tem_STAT1_IFNa', 'CD8Tcells_STAT1_IFNa', 'CD8Tem_STAT1_IFNa', 'CD8Tnaive_STAT1_IFNa', 'CD62LposCD8Tnaive_STAT1_IFNa', 'NKT_STAT1_IFNa', 'mDCs_S6_LPS', 'Granulocytes', 'HEMK2', 'DSC2', 'H2B2E', 'Ephrin.B3', 'PRL', 'Angiopoietin.2', 'Cystatin.C', 'ERBB3', 'IGFBP.5', 'Siglec.6', 'Activin.A', 'Cadherin.5', 'MMP.17', 'sTie.1', 'PAI.1', 'Growth.hormone.receptor', 'SCGF.beta', 'IL.1.sRI', 'PTN', 'Galectin.3', 'ASAH2', 'TSP2', 'Antithrombin.III', 'FSTL3', 'IL.18.Ra', 'b2.Microglobulin', 'Catalase', 'a1.Antitrypsin', 'a2.HS.Glycoprotein', 'LGMN', 'RAP', 'VEGF.sR2', 'sTie.2', 'ADAM.9', 'DLC8', 'discoidin.domain.receptor.1', 'sRAGE', 'IP.10', 'uPA', 'Histone.H2A.z', 'IL.1.R4', 'SLPI', 'MMP.12', 'SCGF.alpha', 'SLIK5', 'VEGF121', 'Angiogenin', 'GDF2', 'annexin.I', 'annexin.II', 'DERM', 'HRG', 'GPNMB', 'LAG.3', 'OX2G', 'MP2K4', 'Prothrombin', 'FABP', 'BID', 'Somatostatin.28', 'ANK2', 'Activin.AB', 'Corticotropin.lipotropin', 'PLXB2']",87
Fold_8,"['Granulocytes_S6_unstim', 'CD4Tcells_STAT5_unstim', 'CD4posTnaive_STAT5_unstim', 'CD62LposCD4Tnaive_STAT5_unstim', 'CD4Tcm_STAT5_unstim', 'CCR5posCCR2posCD4Tem_STAT5_unstim', 'Granulocytes_ERK_GMCSF', 'CCR2posintMCs_STAT1_IFNa', 'NK_STAT1_IFNa', 'CD56loCD16negNK_STAT1_IFNa', 'CD69negCD56loCD16negNK_STAT1_IFNa', 'CD69posCD56loCD16negNK_STAT1_IFNa', 'CCR5posCCR2posCD4Tcm_STAT1_IFNa', 'CD69posCD56loCD16negNK_STAT5_IL246', 'Granulocytes', 'HEMK2', 'NEGR1', 'SMOC1', 'ISLR2', 'C1QR1', 'H2B2E', 'VEGF.sR3', 'SAP', 'SCF.sR', 'MMP.9', 'PRL', 'Angiopoietin.2', 'Cystatin.C', 'IGFBP.5', 'Siglec.6', 'Activin.A', 'Cadherin.5', 'MMP.17', 'sFRP.3', 'SPINT2', 'sTie.1', 'PAI.1', 'Growth.hormone.receptor', 'contactin.1', 'LSAMP', 'PTN', 'Cathepsin.A', 'IDS', 'kallikrein.13', 'Protease.nexin.I', 'RET', 'BGN', 'TSP2', 'Antithrombin.III', 'BMP.1', 'CD30.Ligand', 'FSTL3', 'IL.18.Ra', 'b2.Microglobulin', 'a2.HS.Glycoprotein', 'Endothelin.converting.enzyme.1', 'GNS', 'LGMN', 'OLR1', 'RAP', 'TLR4.MD.2.complex', 'sTie.2', 'discoidin.domain.receptor.1', 'uPA', 'Transferrin', 'Histone.H2A.z', 'IL.1.R4', 'MIC.1', 'SLPI', 'ADAM12', 'MMP.12', 'CDON', 'SLIK5', 'Gelsolin', 'sL.Selectin', 'Glypican.3', 'VEGF121', 'Angiogenin', 'GDF2', 'Stanniocalcin.1', 'annexin.I', 'GRN', 'HRG', 'ILT.2', 'MO2R1', 'Notch.1', 'OX2G', 'RELT', 'MP2K4', 'Prothrombin', 'AFP', 'BID', 'Somatostatin.28', 'Activin.AB', 'HMGN1', 'PLXB2']",96
Fold_9,"['CCR2posintMCs_STAT1_IFNa', 'NK_STAT1_IFNa', 'CD56hiCD16negNK_STAT1_IFNa', 'CD56loCD16negNK_STAT1_IFNa', 'CD69negCD56loCD16negNK_STAT1_IFNa', 'CD69posCD56loCD16negNK_STAT1_IFNa', 'CCR5posCCR2posCD4Tcm_STAT1_IFNa', 'Granulocytes', 'HEMK2', 'CD59', 'NEGR1', 'C1QR1', 'H2B2E', 'FGF.10', 'SAP', 'SCF.sR', 'Ephrin.B3', 'PRL', 'Angiopoietin.2', 'Cystatin.C', 'ERBB3', 'M.CSF.R', 'HGF', 'IGFBP.5', 'G.CSF.R', 'Siglec.6', 'Activin.A', 'Cadherin.5', 'IL.27', 'MMP.17', 'sFRP.3', 'SPINT2', 'sTie.1', 'PAI.1', 'Growth.hormone.receptor', 'SCGF.beta', 'contactin.1', 'MIP.1a', 'PTN', 'PlGF', 'TIG2', 'ASAH2', 'Protease.nexin.I', 'RET', 'BGN', 'TSP2', 'TSP4', 'Antithrombin.III', 'FSTL3', 'IL.18.Ra', 'Kallistatin', 'Angiotensinogen', 'b2.Microglobulin', 'Catalase', 'Adiponectin', 'a2.HS.Glycoprotein', 'HGFA', 'LGMN', 'MP2K2', 'OLR1', 'VEGF.sR2', 'sTie.2', 'ADAM.9', 'IL.12.RB2', 'MAPKAPK3', 'discoidin.domain.receptor.1', 'IP.10', 'uPA', 'Histone.H2A.z', 'IL.1.R4', 'MIC.1', 'SLPI', 'MMP.12', 'SCGF.alpha', 'BSSP4', 'SLIK5', 'PH', 'Gelsolin', 'sL.Selectin', 'Glypican.3', 'VEGF121', 'Angiogenin', 'GDF2', 'HCG', 'Hemoglobin', 'annexin.I', 'annexin.II', 'DERM', 'GRN', 'Myokinase..human', 'Rb', 'Trypsin.2', 'GPNMB', 'LAG.3', 'MO2R1', 'Notch.1', 'NRX3B', 'OX2G', 'RELT', 'SREC.I', 'TCCR', 'MP2K4', 'Troponin.T', 'Prothrombin', 'calgranulin.B', 'IL.1Ra', 'OMD', 'FABP', 'ALCAM', 'COLEC12', 'AFP', 'BID', 'Somatostatin.28', 'ANK2', 'Activin.AB', 'ROR1', 'gpIIbIIIa', 'LEG9', 'PLXB2']",119
