,{'C': np.float64(0.01)},{'C': np.float64(0.12)},{'C': np.float64(0.23)},{'C': np.float64(0.34)},{'C': np.float64(0.45)},{'C': np.float64(0.56)},{'C': np.float64(0.67)},{'C': np.float64(0.78)},{'C': np.float64(0.89)},{'C': np.float64(1.0)}
LPS_Baso_149Sm_CREB,0.0,0.002,0.008,0.011,0.02,0.026,0.029,0.03,0.031,0.033
LPS_Baso_151Eu_p38,0.0,0.0,0.006,0.013,0.018,0.027,0.031,0.033,0.04,0.042
LPS_Baso_155Gd_S6,0.0,0.076,0.213,0.243,0.257,0.263,0.257,0.257,0.263,0.262
LPS_Baso_159Tb_MAPKAPK2,0.0,0.004,0.016,0.023,0.029,0.036,0.04,0.043,0.048,0.051
LPS_Baso_164Dy_IkB,0.0,0.0,0.006,0.022,0.043,0.065,0.077,0.084,0.095,0.1
LPS_Baso_166Er_NFkB,0.0,0.001,0.007,0.01,0.01,0.014,0.018,0.022,0.023,0.025
LPS_Bcells_149Sm_CREB,0.0,0.012,0.014,0.017,0.028,0.031,0.034,0.038,0.046,0.048
LPS_Bcells_159Tb_MAPKAPK2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.002
LPS_Bcells_164Dy_IkB,0.0,0.045,0.035,0.04,0.047,0.058,0.064,0.067,0.067,0.073
LPS_Bcells_166Er_NFkB,0.0,0.0,0.0,0.001,0.002,0.002,0.002,0.002,0.001,0.001
LPS_CD56brightCD16negNK_149Sm_CREB,0.0,0.091,0.159,0.172,0.182,0.191,0.196,0.199,0.205,0.208
LPS_CD56brightCD16negNK_155Gd_S6,0.0,0.007,0.034,0.052,0.07,0.075,0.084,0.088,0.093,0.094
LPS_CD56brightCD16negNK_159Tb_MAPKAPK2,0.0,0.046,0.132,0.197,0.253,0.281,0.301,0.311,0.322,0.329
LPS_CD56brightCD16negNK_164Dy_IkB,0.0,0.009,0.025,0.039,0.054,0.061,0.068,0.075,0.085,0.09
LPS_CD56brightCD16negNK_166Er_NFkB,0.0,0.018,0.118,0.202,0.258,0.294,0.324,0.342,0.346,0.357
LPS_CD56dimCD16posNK_149Sm_CREB,0.0,0.0,0.0,0.001,0.001,0.001,0.003,0.002,0.002,0.001
LPS_CD56dimCD16posNK_159Tb_MAPKAPK2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LPS_CD56dimCD16posNK_164Dy_IkB,0.0,0.0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
LPS_CD56dimCD16posNK_166Er_NFkB,0.0,0.001,0.002,0.005,0.009,0.011,0.019,0.022,0.027,0.028
LPS_cMC_149Sm_CREB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LPS_cMC_151Eu_p38,0.0,0.0,0.001,0.001,0.001,0.001,0.001,0.002,0.002,0.001
LPS_cMC_155Gd_S6,0.0,0.0,0.002,0.002,0.004,0.004,0.004,0.004,0.004,0.004
LPS_cMC_159Tb_MAPKAPK2,0.0,0.0,0.0,0.0,0.001,0.001,0.001,0.001,0.001,0.001
LPS_cMC_164Dy_IkB,0.0,0.0,0.0,0.001,0.002,0.002,0.003,0.003,0.003,0.003
LPS_cMC_166Er_NFkB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LPS_cMC_167Er_ERK,0.0,0.0,0.009,0.025,0.034,0.043,0.055,0.061,0.067,0.07
LPS_CXCR4neutro_149Sm_CREB,0.0,0.007,0.031,0.058,0.083,0.094,0.106,0.11,0.119,0.124
LPS_CXCR4neutro_151Eu_p38,0.0,0.008,0.021,0.044,0.06,0.067,0.074,0.083,0.084,0.085
LPS_CXCR4neutro_155Gd_S6,0.0,0.0,0.031,0.072,0.092,0.1,0.109,0.114,0.122,0.126
