,Fold selected features,Fold nb of features
Fold_0,"['LPS_Baso_155Gd_S6', 'LPS_Bcells_149Sm_CREB', 'LPS_Granulocytes_155Gd_S6', 'LPS_Granulocytes_159Tb_MAPKAPK2', 'LPS_pDC_164Dy_IkB', 'LPS_pDC_167Er_ERK', 'IL246_DC_150Nd_STAT5', 'IL246_DC_155Gd_S6', 'IL246_Granulocytes_154Sm_STAT3', 'IL246_mDC_155Gd_S6']",10
Fold_1,"['unstim_Th1naive_167Er_ERK', 'unstim_CD4Tnaive_Frequency', 'unstim_CD8Trm_Frequency', 'unstim_mDC_Frequency', 'unstim_Tregmem_Frequency', 'LPS_Baso_155Gd_S6', 'LPS_Bcells_164Dy_IkB', 'LPS_CD56brightCD16negNK_166Er_NFkB', 'LPS_Granulocytes_159Tb_MAPKAPK2', 'LPS_pDC_149Sm_CREB', 'LPS_pDC_164Dy_IkB', 'LPS_Tregnaive_164Dy_IkB', 'PRO_OTC', 'PRO_PSMB4']",14
Fold_2,"['unstim_CD4Tnaive_Frequency', 'unstim_CD4Trm_Frequency', 'LPS_Baso_155Gd_S6', 'LPS_Granulocytes_155Gd_S6', 'LPS_Granulocytes_159Tb_MAPKAPK2', 'LPS_pDC_159Tb_MAPKAPK2', 'LPS_pDC_164Dy_IkB']",7
Fold_3,"['LPS_Granulocytes_159Tb_MAPKAPK2', 'LPS_pDC_164Dy_IkB', 'IL246_CD56brightCD16negNK_168Er_pSTAT6', 'IL246_DC_154Sm_STAT3', 'IL246_Granulocytes_154Sm_STAT3', 'IL246_Tregnaive_154Sm_STAT3', 'PRO_UPP1', 'PRO_AOC3', 'PRO_HERPUD2']",9
Fold_4,"['unstim_Th1naive_167Er_ERK', 'unstim_CD4Trm_Frequency', 'LPS_Baso_155Gd_S6', 'LPS_CD56brightCD16negNK_149Sm_CREB', 'LPS_CD56brightCD16negNK_166Er_NFkB', 'LPS_DC_164Dy_IkB', 'LPS_Granulocytes_159Tb_MAPKAPK2', 'LPS_MDSC_159Tb_MAPKAPK2', 'LPS_pDC_151Eu_p38', 'LPS_pDC_164Dy_IkB', 'IL246_DC_150Nd_STAT5', 'IL246_DC_155Gd_S6', 'PRO_PSMB4']",13
Fold_5,"['unstim_CXCR4neutro_155Gd_S6', 'unstim_Th1naive_168Er_pSTAT6', 'unstim_Tregnaive_164Dy_IkB', 'unstim_CD4Tnaive_Frequency', 'unstim_CD8Tem_Frequency', 'unstim_Tregmem_Frequency', 'IL246_DC_154Sm_STAT3', 'IL246_Granulocytes_154Sm_STAT3', 'IL246_pDC_154Sm_STAT3', 'IL246_Th1naive_164Dy_IkB', 'IL246_Tregnaive_154Sm_STAT3', 'PRO_PSMB4', 'PRO_MCAM', 'PRO_IL1B']",14
Fold_6,"['LPS_Granulocytes_159Tb_MAPKAPK2', 'PRO_PSMB4']",2
Fold_7,"['LPS_Baso_155Gd_S6', 'LPS_Baso_164Dy_IkB', 'LPS_Bcells_149Sm_CREB', 'LPS_Bcells_164Dy_IkB', 'LPS_Granulocytes_155Gd_S6', 'LPS_Granulocytes_159Tb_MAPKAPK2', 'LPS_pDC_167Er_ERK', 'IL246_DC_154Sm_STAT3', 'IL246_DC_155Gd_S6', 'IL246_Th1naive_164Dy_IkB', 'IL246_Treg_154Sm_STAT3', 'PRO_UPP1']",12
Fold_8,"['unstim_Th1mem_167Er_ERK', 'unstim_CD4Tnaive_Frequency', 'unstim_gdT_Frequency', 'unstim_NK_Frequency', 'IL246_mDC_167Er_ERK', 'PRO_UPP1']",6
Fold_9,"['unstim_Th1naive_167Er_ERK', 'unstim_CD4Trm_Frequency', 'LPS_Bcells_164Dy_IkB', 'LPS_CD56brightCD16negNK_164Dy_IkB', 'LPS_Granulocytes_155Gd_S6', 'LPS_Granulocytes_159Tb_MAPKAPK2', 'LPS_MDSC_159Tb_MAPKAPK2', 'LPS_pDC_151Eu_p38', 'LPS_pDC_164Dy_IkB', 'IL246_DC_150Nd_STAT5', 'IL246_Granulocytes_154Sm_STAT3', 'IL246_Th1_150Nd_STAT5']",12
