,{'C': np.float64(0.01)},{'C': np.float64(0.12)},{'C': np.float64(0.23)},{'C': np.float64(0.34)},{'C': np.float64(0.45)},{'C': np.float64(0.56)},{'C': np.float64(0.67)},{'C': np.float64(0.78)},{'C': np.float64(0.89)},{'C': np.float64(1.0)}
unstim_Baso_149Sm_CREB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unstim_Baso_150Nd_STAT5,0.0,0.003,0.014,0.026,0.032,0.037,0.04,0.043,0.048,0.05
unstim_Baso_155Gd_S6,0.0,0.01,0.028,0.053,0.064,0.066,0.074,0.077,0.079,0.08
unstim_Baso_164Dy_IkB,0.0,0.025,0.031,0.051,0.063,0.069,0.082,0.089,0.094,0.097
unstim_Baso_166Er_NFkB,0.0,0.001,0.002,0.006,0.008,0.011,0.01,0.01,0.011,0.014
unstim_Bcells_149Sm_CREB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001
unstim_Bcells_155Gd_S6,0.0,0.013,0.065,0.116,0.148,0.168,0.181,0.185,0.193,0.195
unstim_Bcells_159Tb_MAPKAPK2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unstim_Bcells_164Dy_IkB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unstim_Bcells_166Er_NFkB,0.0,0.0,0.0,0.001,0.001,0.001,0.002,0.003,0.003,0.003
unstim_CD4T_149Sm_CREB,0.0,0.0,0.001,0.001,0.001,0.001,0.0,0.0,0.0,0.0
unstim_CD4T_150Nd_STAT5,0.0,0.0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
unstim_CD4T_154Sm_STAT3,0.0,0.001,0.005,0.009,0.013,0.013,0.014,0.017,0.018,0.018
unstim_CD4T_159Tb_MAPKAPK2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unstim_CD4T_164Dy_IkB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unstim_CD4T_166Er_NFkB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unstim_CD4Tcm_149Sm_CREB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unstim_CD4Tcm_150Nd_STAT5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unstim_CD4Tcm_154Sm_STAT3,0.0,0.0,0.001,0.002,0.002,0.001,0.001,0.002,0.002,0.002
unstim_CD4Tcm_159Tb_MAPKAPK2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.001
unstim_CD4Tcm_164Dy_IkB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unstim_CD4Tcm_166Er_NFkB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unstim_CD4Tem_149Sm_CREB,0.0,0.0,0.001,0.0,0.0,0.001,0.0,0.0,0.0,0.0
unstim_CD4Tem_150Nd_STAT5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unstim_CD4Tem_159Tb_MAPKAPK2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unstim_CD4Tem_164Dy_IkB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unstim_CD4Tem_166Er_NFkB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unstim_CD4Tem_168Er_pSTAT6,0.0,0.001,0.003,0.013,0.019,0.025,0.026,0.028,0.029,0.03
unstim_CD4Tnaive_149Sm_CREB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unstim_CD4Tnaive_150Nd_STAT5,0.0,0.032,0.072,0.11,0.136,0.152,0.162,0.171,0.173,0.178
unstim_CD4Tnaive_154Sm_STAT3,0.0,0.0,0.004,0.005,0.006,0.006,0.006,0.007,0.008,0.008
unstim_CD4Tnaive_159Tb_MAPKAPK2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unstim_CD4Tnaive_164Dy_IkB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unstim_CD4Tnaive_166Er_NFkB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unstim_CD4Trm_149Sm_CREB,0.0,0.0,0.0,0.0,0.0,0.001,0.002,0.003,0.003,0.002
unstim_CD4Trm_150Nd_STAT5,0.0,0.041,0.072,0.098,0.117,0.129,0.138,0.141,0.145,0.148
unstim_CD4Trm_159Tb_MAPKAPK2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unstim_CD4Trm_164Dy_IkB,0.0,0.01,0.011,0.009,0.008,0.007,0.006,0.007,0.007,0.007
unstim_CD4Trm_166Er_NFkB,0.0,0.0,0.001,0.001,0.002,0.002,0.003,0.003,0.003,0.003
unstim_CD4Trm_168Er_pSTAT6,0.0,0.0,0.001,0.005,0.015,0.018,0.021,0.022,0.023,0.027
unstim_CD56brightCD16negNK_149Sm_CREB,0.0,0.0,0.0,0.0,0.001,0.001,0.002,0.002,0.003,0.004
unstim_CD56brightCD16negNK_159Tb_MAPKAPK2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unstim_CD56brightCD16negNK_164Dy_IkB,0.0,0.0,0.0,0.0,0.001,0.003,0.004,0.003,0.005,0.005
unstim_CD56brightCD16negNK_166Er_NFkB,0.0,0.014,0.043,0.068,0.081,0.098,0.1,0.105,0.109,0.109
unstim_CD56dimCD16posNK_149Sm_CREB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unstim_CD56dimCD16posNK_159Tb_MAPKAPK2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unstim_CD56dimCD16posNK_164Dy_IkB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unstim_CD56dimCD16posNK_166Er_NFkB,0.0,0.0,0.001,0.0,0.0,0.0,0.001,0.001,0.002,0.002
unstim_CD8T_149Sm_CREB,0.0,0.0,0.001,0.003,0.004,0.004,0.004,0.003,0.004,0.005
unstim_CD8T_159Tb_MAPKAPK2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unstim_CD8T_164Dy_IkB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unstim_CD8T_166Er_NFkB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unstim_CD8Tcm_149Sm_CREB,0.0,0.0,0.004,0.007,0.008,0.011,0.015,0.017,0.018,0.018
unstim_CD8Tcm_159Tb_MAPKAPK2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
