,{'alpha': np.float64(1.0)},{'alpha': np.float64(1.6681005372000586)},{'alpha': np.float64(2.7825594022071245)},{'alpha': np.float64(4.641588833612778)},{'alpha': np.float64(7.742636826811269)},{'alpha': np.float64(12.91549665014884)},{'alpha': np.float64(21.544346900318832)},{'alpha': np.float64(35.93813663804626)},{'alpha': np.float64(59.94842503189409)},{'alpha': np.float64(100.0)}
cMCs_HLADR_LPS,0.266,0.243,0.218,0.163,0.053,0.0,0.0,0.0,0.0,0.0
intMCs_HLADR_LPS,0.156,0.107,0.08,0.058,0.026,0.0,0.0,0.0,0.0,0.0
mDCs_HLADR_LPS,0.161,0.142,0.122,0.086,0.017,0.0,0.0,0.0,0.0,0.0
ncMCs_HLADR_LPS,0.222,0.169,0.089,0.028,0.001,0.0,0.0,0.0,0.0,0.0
Granulocytes_IkB_LPS,0.214,0.207,0.2,0.172,0.057,0.0,0.0,0.0,0.0,0.0
mDCs_IkB_LPS,0.121,0.084,0.053,0.025,0.003,0.0,0.0,0.0,0.0,0.0
CD4Tcm_CCR2pos_pCREB_LPS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD8Tcm_CCR2pos_pCREB_LPS,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD8Tem_pCREB_LPS,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Granulocytes_pCREB_LPS,0.157,0.097,0.045,0.016,0.003,0.0,0.0,0.0,0.0,0.0
MDSCs_pCREB_LPS,0.494,0.507,0.447,0.342,0.14,0.003,0.0,0.0,0.0,0.0
cMCs_pCREB_LPS,0.139,0.128,0.104,0.07,0.027,0.0,0.0,0.0,0.0,0.0
intMCs_pCREB_LPS,0.17,0.15,0.115,0.091,0.041,0.003,0.0,0.0,0.0,0.0
mDCs_pCREB_LPS,0.006,0.006,0.002,0.001,0.0,0.0,0.0,0.0,0.0,0.0
ncMCs_pERK_LPS,0.074,0.045,0.024,0.004,0.0,0.0,0.0,0.0,0.0,0.0
cMCs_pMK2_LPS,0.027,0.007,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0
intMCs_pMK2_LPS,0.017,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Tcm_pNFkB_LPS,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ncMCs_pNFkB_LPS,0.099,0.056,0.019,0.002,0.0,0.0,0.0,0.0,0.0,0.0
pDCs_pNFkB_LPS,0.143,0.077,0.042,0.02,0.007,0.0,0.0,0.0,0.0,0.0
cMCs_pp38_LPS,0.041,0.016,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0
mDCs_pp38_LPS,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ncMCs_pp38_LPS,0.106,0.08,0.058,0.019,0.001,0.0,0.0,0.0,0.0,0.0
Bcells_pS6_LPS,0.594,0.546,0.442,0.178,0.013,0.0,0.0,0.0,0.0,0.0
Granulocytes_pS6_LPS,0.783,0.711,0.597,0.398,0.12,0.001,0.0,0.0,0.0,0.0
MDSCs_pS6_LPS,0.013,0.008,0.005,0.002,0.0,0.0,0.0,0.0,0.0,0.0
cMCs_pS6_LPS,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
intMCs_pS6_LPS,0.158,0.112,0.053,0.009,0.002,0.0,0.0,0.0,0.0,0.0
mDCs_pS6_LPS,0.061,0.044,0.024,0.002,0.0,0.0,0.0,0.0,0.0,0.0
ncMCs_pS6_LPS,0.243,0.208,0.151,0.083,0.018,0.0,0.0,0.0,0.0,0.0
pDCs_pS6_LPS,0.081,0.067,0.047,0.021,0.002,0.0,0.0,0.0,0.0,0.0
Bcells_pSTAT1_LPS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Tcm_pSTAT1_LPS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Tcm_CCR2pos_pSTAT1_LPS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Teff_pSTAT1_LPS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Tem_pSTAT1_LPS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Tem_CCR2pos_pSTAT1_LPS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Tnaive_pSTAT1_LPS,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Tregs_pSTAT1_LPS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4negCD8negTcells_pSTAT1_LPS,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD56hiCD16negNK_pSTAT1_LPS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD56loCD16posNK_pSTAT1_LPS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD8Tcells_Th1_pSTAT1_LPS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD8Tcm_pSTAT1_LPS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD8Tcm_CCR2pos_pSTAT1_LPS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD8Teff_pSTAT1_LPS,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD8Tem_pSTAT1_LPS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD8Tem_CCR2pos_pSTAT1_LPS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD8Tnaive_pSTAT1_LPS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Granulocytes_pSTAT1_LPS,0.018,0.011,0.007,0.001,0.0,0.0,0.0,0.0,0.0,0.0
MDSCs_pSTAT1_LPS,0.004,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NK_cells_CD11cpos_pSTAT1_LPS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NKT_pSTAT1_LPS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cMCs_pSTAT1_LPS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
intMCs_pSTAT1_LPS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mDCs_pSTAT1_LPS,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ncMCs_pSTAT1_LPS,0.071,0.039,0.012,0.004,0.0,0.0,0.0,0.0,0.0,0.0
pDCs_pSTAT1_LPS,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bcells_pSTAT3_LPS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Tcm_pSTAT3_LPS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Tcm_CCR2pos_pSTAT3_LPS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Teff_pSTAT3_LPS,0.511,0.389,0.252,0.126,0.039,0.0,0.0,0.0,0.0,0.0
CD4Tem_pSTAT3_LPS,0.003,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Tem_CCR2pos_pSTAT3_LPS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Tnaive_pSTAT3_LPS,0.132,0.128,0.113,0.068,0.007,0.0,0.0,0.0,0.0,0.0
CD4Tregs_pSTAT3_LPS,0.546,0.489,0.387,0.175,0.024,0.0,0.0,0.0,0.0,0.0
CD4negCD8negTcells_pSTAT3_LPS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD56hiCD16negNK_pSTAT3_LPS,0.006,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD56loCD16posNK_pSTAT3_LPS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD8Tcells_Th1_pSTAT3_LPS,0.009,0.004,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD8Tcm_pSTAT3_LPS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD8Tcm_CCR2pos_pSTAT3_LPS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD8Teff_pSTAT3_LPS,0.254,0.248,0.215,0.128,0.019,0.004,0.0,0.0,0.0,0.0
CD8Tem_pSTAT3_LPS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD8Tem_CCR2pos_pSTAT3_LPS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD8Tnaive_pSTAT3_LPS,0.4,0.404,0.386,0.287,0.094,0.0,0.0,0.0,0.0,0.0
MDSCs_pSTAT3_LPS,0.426,0.411,0.368,0.293,0.14,0.016,0.0,0.0,0.0,0.0
NK_cells_CD11cpos_pSTAT3_LPS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NK_cells_CD11cneg_pSTAT3_LPS,0.002,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NKT_pSTAT3_LPS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cMCs_pSTAT3_LPS,0.142,0.127,0.085,0.035,0.006,0.0,0.0,0.0,0.0,0.0
intMCs_pSTAT3_LPS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mDCs_pSTAT3_LPS,0.043,0.017,0.01,0.003,0.001,0.001,0.0,0.0,0.0,0.0
ncMCs_pSTAT3_LPS,0.076,0.027,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pDCs_pSTAT3_LPS,0.198,0.176,0.138,0.069,0.017,0.002,0.0,0.0,0.0,0.0
CD4Tcm_pSTAT5_LPS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Tcm_CCR2pos_pSTAT5_LPS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Teff_pSTAT5_LPS,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Tem_pSTAT5_LPS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Tem_CCR2pos_pSTAT5_LPS,0.004,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Tnaive_pSTAT5_LPS,0.671,0.725,0.76,0.703,0.311,0.008,0.0,0.0,0.0,0.0
CD4Tregs_pSTAT5_LPS,0.233,0.166,0.072,0.016,0.0,0.0,0.0,0.0,0.0,0.0
CD8Tcm_pSTAT5_LPS,0.007,0.002,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD8Tcm_CCR2pos_pSTAT5_LPS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD8Tnaive_pSTAT5_LPS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cMCs_pSTAT5_LPS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
intMCs_pSTAT5_LPS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pDCs_pSTAT5_LPS,0.13,0.099,0.055,0.032,0.006,0.0,0.0,0.0,0.0,0.0
Bcells_pSTAT6_LPS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Tcm_pSTAT6_LPS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Tnaive_pSTAT6_LPS,0.174,0.15,0.118,0.06,0.003,0.0,0.0,0.0,0.0,0.0
CD4Tregs_pSTAT6_LPS,0.396,0.361,0.275,0.163,0.036,0.0,0.0,0.0,0.0,0.0
CD8Tnaive_pSTAT6_LPS,0.105,0.047,0.015,0.004,0.0,0.0,0.0,0.0,0.0,0.0
cMCs_pSTAT6_LPS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
