,"{'C': np.float64(0.01), 'l1_ratio': 0.5}","{'C': np.float64(0.01), 'l1_ratio': 0.9}","{'C': np.float64(0.05623413251903491), 'l1_ratio': 0.5}","{'C': np.float64(0.05623413251903491), 'l1_ratio': 0.9}","{'C': np.float64(0.31622776601683794), 'l1_ratio': 0.5}","{'C': np.float64(0.31622776601683794), 'l1_ratio': 0.9}","{'C': np.float64(1.7782794100389228), 'l1_ratio': 0.5}","{'C': np.float64(1.7782794100389228), 'l1_ratio': 0.9}","{'C': np.float64(10.0), 'l1_ratio': 0.5}","{'C': np.float64(10.0), 'l1_ratio': 0.9}"
unstim_Baso_149Sm_CREB,0.0,0.0,0.0,0.0,0.001,0.0,0.008,0.001,0.311,0.119
unstim_Baso_150Nd_STAT5,0.0,0.0,0.005,0.0,0.103,0.04,0.246,0.132,0.642,0.448
unstim_Baso_155Gd_S6,0.0,0.0,0.011,0.0,0.159,0.067,0.292,0.17,0.685,0.493
unstim_Baso_164Dy_IkB,0.0,0.0,0.036,0.001,0.165,0.064,0.335,0.224,0.685,0.518
unstim_Baso_166Er_NFkB,0.0,0.0,0.001,0.0,0.037,0.011,0.135,0.054,0.587,0.359
unstim_Bcells_149Sm_CREB,0.0,0.0,0.0,0.0,0.0,0.0,0.022,0.003,0.484,0.202
unstim_Bcells_155Gd_S6,0.0,0.0,0.026,0.003,0.283,0.162,0.392,0.315,0.721,0.559
unstim_Bcells_159Tb_MAPKAPK2,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.001,0.438,0.185
unstim_Bcells_164Dy_IkB,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.24,0.057
unstim_Bcells_166Er_NFkB,0.0,0.0,0.003,0.0,0.02,0.004,0.068,0.021,0.532,0.279
unstim_CD4T_149Sm_CREB,0.0,0.0,0.0,0.0,0.001,0.0,0.011,0.002,0.366,0.113
unstim_CD4T_150Nd_STAT5,0.0,0.0,0.0,0.0,0.024,0.002,0.082,0.025,0.459,0.236
unstim_CD4T_154Sm_STAT3,0.0,0.0,0.01,0.0,0.055,0.019,0.148,0.069,0.571,0.353
unstim_CD4T_159Tb_MAPKAPK2,0.0,0.0,0.0,0.0,0.007,0.002,0.021,0.006,0.298,0.102
unstim_CD4T_164Dy_IkB,0.0,0.0,0.0,0.0,0.0,0.0,0.008,0.0,0.217,0.05
unstim_CD4T_166Er_NFkB,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.359,0.115
unstim_CD4Tcm_149Sm_CREB,0.0,0.0,0.0,0.0,0.0,0.0,0.043,0.001,0.489,0.215
unstim_CD4Tcm_150Nd_STAT5,0.0,0.0,0.001,0.0,0.014,0.0,0.112,0.03,0.57,0.332
unstim_CD4Tcm_154Sm_STAT3,0.0,0.0,0.001,0.0,0.016,0.002,0.095,0.029,0.53,0.297
unstim_CD4Tcm_159Tb_MAPKAPK2,0.0,0.0,0.0,0.0,0.002,0.001,0.009,0.004,0.26,0.077
unstim_CD4Tcm_164Dy_IkB,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.0,0.222,0.059
