,{'alpha': np.float64(1.0)},{'alpha': np.float64(1.6681005372000586)},{'alpha': np.float64(2.7825594022071245)},{'alpha': np.float64(4.641588833612778)},{'alpha': np.float64(7.742636826811269)},{'alpha': np.float64(12.91549665014884)},{'alpha': np.float64(21.544346900318832)},{'alpha': np.float64(35.93813663804626)},{'alpha': np.float64(59.94842503189409)},{'alpha': np.float64(100.0)}
Bcells_HLADR_Unstim,0.153,0.12,0.087,0.038,0.001,0.0,0.0,0.0,0.0,0.0
Bcells_pS6_Unstim,0.282,0.228,0.136,0.036,0.002,0.0,0.0,0.0,0.0,0.0
Bcells_pSTAT3_Unstim,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bcells_pSTAT5_Unstim,0.001,0.002,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bcells_pSTAT6_Unstim,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Tcm_CD25_Unstim,0.071,0.057,0.045,0.033,0.012,0.0,0.0,0.0,0.0,0.0
CD4Tcm_pS6_Unstim,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Tcm_pSTAT3_Unstim,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Tcm_pSTAT5_Unstim,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Tcm_CCR2pos_CD25_Unstim,0.049,0.041,0.035,0.038,0.019,0.0,0.0,0.0,0.0,0.0
CD4Tcm_CCR2pos_pS6_Unstim,0.002,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Tcm_CCR2pos_pSTAT3_Unstim,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Tcm_CCR2pos_pSTAT5_Unstim,0.028,0.018,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Teff_pNFkB_Unstim,0.109,0.073,0.033,0.008,0.001,0.0,0.0,0.0,0.0,0.0
CD4Teff_pS6_Unstim,0.003,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Teff_pSTAT3_Unstim,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Teff_pSTAT5_Unstim,0.005,0.003,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Teff_pSTAT6_Unstim,0.051,0.029,0.013,0.002,0.0,0.0,0.0,0.0,0.0,0.0
CD4Tem_CD25_Unstim,0.063,0.042,0.019,0.01,0.006,0.0,0.0,0.0,0.0,0.0
CD4Tem_pNFkB_Unstim,0.051,0.026,0.004,0.0,0.001,0.0,0.0,0.0,0.0,0.0
CD4Tem_pS6_Unstim,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Tem_pSTAT3_Unstim,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Tem_pSTAT5_Unstim,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Tem_CCR2pos_CD25_Unstim,0.115,0.084,0.068,0.039,0.013,0.0,0.0,0.0,0.0,0.0
CD4Tem_CCR2pos_pS6_Unstim,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Tem_CCR2pos_pSTAT3_Unstim,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Tem_CCR2pos_pSTAT5_Unstim,0.065,0.038,0.012,0.002,0.0,0.0,0.0,0.0,0.0,0.0
CD4Tnaive_pS6_Unstim,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Tnaive_pSTAT3_Unstim,0.159,0.117,0.058,0.001,0.0,0.0,0.0,0.0,0.0,0.0
CD4Tnaive_pSTAT5_Unstim,0.916,0.929,0.912,0.746,0.168,0.0,0.0,0.0,0.0,0.0
CD4Tregs_CD25_Unstim,0.087,0.069,0.033,0.027,0.003,0.0,0.0,0.0,0.0,0.0
CD4Tregs_HLADR_Unstim,0.142,0.1,0.055,0.013,0.0,0.0,0.0,0.0,0.0,0.0
CD4Tregs_pNFkB_Unstim,0.189,0.145,0.117,0.064,0.024,0.002,0.0,0.0,0.0,0.0
CD4Tregs_pS6_Unstim,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Tregs_pSTAT3_Unstim,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Tregs_pSTAT5_Unstim,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4negCD8negTcells_HLADR_Unstim,0.103,0.069,0.018,0.003,0.0,0.0,0.0,0.0,0.0,0.0
CD4negCD8negTcells_pNFkB_Unstim,0.047,0.027,0.014,0.011,0.006,0.001,0.0,0.0,0.0,0.0
CD4negCD8negTcells_pS6_Unstim,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4negCD8negTcells_pSTAT3_Unstim,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4negCD8negTcells_pSTAT5_Unstim,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4negCD8negTcells_pSTAT6_Unstim,0.296,0.23,0.151,0.075,0.03,0.002,0.0,0.0,0.0,0.0
CD56hiCD16negNK_HLADR_Unstim,0.547,0.469,0.356,0.211,0.079,0.001,0.0,0.0,0.0,0.0
CD56hiCD16negNK_pNFkB_Unstim,0.142,0.089,0.038,0.003,0.001,0.0,0.0,0.0,0.0,0.0
CD56hiCD16negNK_pS6_Unstim,0.191,0.102,0.021,0.0,0.0,0.0,0.0,0.0,0.0,0.0
