,{'alpha': np.float64(1.0)},{'alpha': np.float64(1.6681005372000586)},{'alpha': np.float64(2.7825594022071245)},{'alpha': np.float64(4.641588833612778)},{'alpha': np.float64(7.742636826811269)},{'alpha': np.float64(12.91549665014884)},{'alpha': np.float64(21.544346900318832)},{'alpha': np.float64(35.93813663804626)},{'alpha': np.float64(59.94842503189409)},{'alpha': np.float64(100.0)}
mDCs_HLADR_IFNa,0.331,0.269,0.207,0.122,0.021,0.0,0.0,0.0,0.0,0.0
CD4Tcm_CCR2pos_pCREB_IFNa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Granulocytes_pCREB_IFNa,0.066,0.062,0.038,0.013,0.002,0.0,0.0,0.0,0.0,0.0
MDSCs_pCREB_IFNa,0.204,0.189,0.166,0.126,0.041,0.0,0.0,0.0,0.0,0.0
cMCs_pCREB_IFNa,0.058,0.057,0.057,0.039,0.032,0.003,0.0,0.0,0.0,0.0
intMCs_pCREB_IFNa,0.217,0.211,0.195,0.146,0.054,0.006,0.0,0.0,0.0,0.0
Bcells_pNFkB_IFNa,0.015,0.008,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Tcm_CCR2pos_pNFkB_IFNa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Teff_pNFkB_IFNa,0.088,0.061,0.029,0.006,0.001,0.0,0.0,0.0,0.0,0.0
CD4Tem_pNFkB_IFNa,0.023,0.007,0.005,0.004,0.002,0.0,0.0,0.0,0.0,0.0
CD4Tem_CCR2pos_pNFkB_IFNa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Tregs_pNFkB_IFNa,0.32,0.261,0.165,0.069,0.011,0.0,0.0,0.0,0.0,0.0
CD4negCD8negTcells_pNFkB_IFNa,0.244,0.195,0.14,0.1,0.05,0.001,0.0,0.0,0.0,0.0
CD56hiCD16negNK_pNFkB_IFNa,0.126,0.091,0.042,0.005,0.0,0.0,0.0,0.0,0.0,0.0
CD56loCD16posNK_pNFkB_IFNa,0.024,0.011,0.007,0.004,0.001,0.0,0.0,0.0,0.0,0.0
CD8Tcells_Th1_pNFkB_IFNa,0.271,0.195,0.082,0.011,0.0,0.0,0.0,0.0,0.0,0.0
CD8Tcm_pNFkB_IFNa,0.122,0.096,0.086,0.085,0.037,0.002,0.0,0.0,0.0,0.0
CD8Tcm_CCR2pos_pNFkB_IFNa,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD8Teff_pNFkB_IFNa,0.076,0.042,0.013,0.005,0.002,0.0,0.0,0.0,0.0,0.0
CD8Tem_pNFkB_IFNa,0.007,0.002,0.0,0.001,0.006,0.0,0.0,0.0,0.0,0.0
CD8Tem_CCR2pos_pNFkB_IFNa,0.083,0.041,0.019,0.01,0.007,0.0,0.0,0.0,0.0,0.0
NK_cells_CD11cpos_pNFkB_IFNa,0.011,0.003,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NK_cells_CD11cneg_pNFkB_IFNa,0.022,0.014,0.011,0.016,0.022,0.001,0.0,0.0,0.0,0.0
NKT_pNFkB_IFNa,0.061,0.042,0.018,0.009,0.0,0.0,0.0,0.0,0.0,0.0
cMCs_pNFkB_IFNa,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
intMCs_pNFkB_IFNa,0.012,0.003,0.001,0.0,0.001,0.0,0.0,0.0,0.0,0.0
ncMCs_pNFkB_IFNa,0.165,0.143,0.083,0.017,0.0,0.0,0.0,0.0,0.0,0.0
pDCs_pNFkB_IFNa,0.295,0.255,0.176,0.039,0.0,0.0,0.0,0.0,0.0,0.0
CD56hiCD16negNK_pp38_IFNa,0.071,0.041,0.017,0.002,0.0,0.0,0.0,0.0,0.0,0.0
Bcells_pS6_IFNa,0.118,0.086,0.057,0.038,0.004,0.0,0.0,0.0,0.0,0.0
CD56hiCD16negNK_pS6_IFNa,0.003,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MDSCs_pS6_IFNa,0.023,0.015,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NK_cells_CD11cneg_pS6_IFNa,0.016,0.01,0.014,0.006,0.0,0.0,0.0,0.0,0.0,0.0
cMCs_pS6_IFNa,0.017,0.014,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0
intMCs_pS6_IFNa,0.04,0.026,0.009,0.001,0.002,0.0,0.0,0.0,0.0,0.0
mDCs_pS6_IFNa,0.009,0.007,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ncMCs_pS6_IFNa,0.085,0.05,0.033,0.013,0.004,0.0,0.0,0.0,0.0,0.0
pDCs_pS6_IFNa,0.056,0.038,0.023,0.014,0.001,0.0,0.0,0.0,0.0,0.0
Bcells_pSTAT1_IFNa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Tcm_pSTAT1_IFNa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Tcm_CCR2pos_pSTAT1_IFNa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Teff_pSTAT1_IFNa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Tem_pSTAT1_IFNa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Tem_CCR2pos_pSTAT1_IFNa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Tnaive_pSTAT1_IFNa,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Tregs_pSTAT1_IFNa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4negCD8negTcells_pSTAT1_IFNa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD56hiCD16negNK_pSTAT1_IFNa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD8Tcells_Th1_pSTAT1_IFNa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD8Tcm_pSTAT1_IFNa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD8Tcm_CCR2pos_pSTAT1_IFNa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD8Teff_pSTAT1_IFNa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD8Tem_pSTAT1_IFNa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD8Tem_CCR2pos_pSTAT1_IFNa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD8Tnaive_pSTAT1_IFNa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Granulocytes_pSTAT1_IFNa,0.056,0.022,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MDSCs_pSTAT1_IFNa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NK_cells_CD11cpos_pSTAT1_IFNa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NK_cells_CD11cneg_pSTAT1_IFNa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NKT_pSTAT1_IFNa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cMCs_pSTAT1_IFNa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
