,{'alpha': np.float64(1.0)},{'alpha': np.float64(1.6681005372000586)},{'alpha': np.float64(2.7825594022071245)},{'alpha': np.float64(4.641588833612778)},{'alpha': np.float64(7.742636826811269)},{'alpha': np.float64(12.91549665014884)},{'alpha': np.float64(21.544346900318832)},{'alpha': np.float64(35.93813663804626)},{'alpha': np.float64(59.94842503189409)},{'alpha': np.float64(100.0)}
cMCs_IkB_IL246,0.265,0.224,0.178,0.116,0.038,0.002,0.0,0.0,0.0,0.0
mDCs_IkB_IL246,0.039,0.022,0.007,0.001,0.0,0.0,0.0,0.0,0.0,0.0
CD4Teff_pERK_IL246,0.158,0.117,0.068,0.035,0.006,0.001,0.0,0.0,0.0,0.0
intMCs_pERK_IL246,0.102,0.073,0.028,0.012,0.001,0.0,0.0,0.0,0.0,0.0
mDCs_pERK_IL246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bcells_pNFkB_IL246,0.079,0.046,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Tcm_CCR2pos_pNFkB_IL246,0.336,0.246,0.139,0.047,0.004,0.0,0.0,0.0,0.0,0.0
CD4Teff_pNFkB_IL246,0.081,0.06,0.033,0.011,0.0,0.0,0.0,0.0,0.0,0.0
CD4Tem_pNFkB_IL246,0.051,0.021,0.006,0.001,0.001,0.0,0.0,0.0,0.0,0.0
CD4Tem_CCR2pos_pNFkB_IL246,0.06,0.03,0.013,0.001,0.0,0.0,0.0,0.0,0.0,0.0
CD4negCD8negTcells_pNFkB_IL246,0.259,0.195,0.14,0.111,0.06,0.004,0.0,0.0,0.0,0.0
CD56hiCD16negNK_pNFkB_IL246,0.337,0.268,0.144,0.026,0.0,0.0,0.0,0.0,0.0,0.0
CD8Tcells_Th1_pNFkB_IL246,0.35,0.238,0.091,0.008,0.001,0.0,0.0,0.0,0.0,0.0
CD8Tcm_pNFkB_IL246,0.295,0.249,0.216,0.161,0.061,0.002,0.0,0.0,0.0,0.0
CD8Tcm_CCR2pos_pNFkB_IL246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD8Teff_pNFkB_IL246,0.124,0.061,0.027,0.017,0.003,0.0,0.0,0.0,0.0,0.0
CD8Tem_pNFkB_IL246,0.102,0.038,0.008,0.004,0.004,0.0,0.0,0.0,0.0,0.0
NK_cells_CD11cpos_pNFkB_IL246,0.142,0.095,0.038,0.003,0.0,0.0,0.0,0.0,0.0,0.0
NK_cells_CD11cneg_pNFkB_IL246,0.099,0.068,0.046,0.049,0.038,0.002,0.0,0.0,0.0,0.0
cMCs_pNFkB_IL246,0.049,0.019,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0
intMCs_pNFkB_IL246,0.123,0.067,0.029,0.009,0.004,0.0,0.0,0.0,0.0,0.0
mDCs_pNFkB_IL246,0.066,0.053,0.037,0.008,0.001,0.0,0.0,0.0,0.0,0.0
ncMCs_pNFkB_IL246,0.339,0.269,0.134,0.023,0.0,0.0,0.0,0.0,0.0,0.0
pDCs_pNFkB_IL246,0.419,0.284,0.123,0.014,0.0,0.0,0.0,0.0,0.0,0.0
MDSCs_pS6_IL246,0.16,0.093,0.046,0.016,0.0,0.0,0.0,0.0,0.0,0.0
cMCs_pS6_IL246,0.224,0.175,0.084,0.007,0.0,0.0,0.0,0.0,0.0,0.0
intMCs_pS6_IL246,0.161,0.109,0.067,0.038,0.006,0.0,0.0,0.0,0.0,0.0
mDCs_pS6_IL246,0.031,0.032,0.029,0.021,0.003,0.0,0.0,0.0,0.0,0.0
Bcells_pSTAT3_IL246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Tcm_pSTAT3_IL246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Tcm_CCR2pos_pSTAT3_IL246,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Teff_pSTAT3_IL246,0.129,0.1,0.081,0.044,0.007,0.0,0.0,0.0,0.0,0.0
CD4Tem_pSTAT3_IL246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Tem_CCR2pos_pSTAT3_IL246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Tnaive_pSTAT3_IL246,0.891,0.839,0.714,0.41,0.086,0.0,0.0,0.0,0.0,0.0
CD4Tregs_pSTAT3_IL246,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4negCD8negTcells_pSTAT3_IL246,0.012,0.009,0.004,0.001,0.0,0.0,0.0,0.0,0.0,0.0
CD56hiCD16negNK_pSTAT3_IL246,0.029,0.009,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD8Tcells_Th1_pSTAT3_IL246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD8Tcm_pSTAT3_IL246,0.009,0.004,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD8Tcm_CCR2pos_pSTAT3_IL246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD8Tem_pSTAT3_IL246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD8Tem_CCR2pos_pSTAT3_IL246,0.052,0.034,0.012,0.003,0.0,0.0,0.0,0.0,0.0,0.0
CD8Tnaive_pSTAT3_IL246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Granulocytes_pSTAT3_IL246,0.291,0.231,0.154,0.056,0.007,0.0,0.0,0.0,0.0,0.0
MDSCs_pSTAT3_IL246,0.228,0.205,0.173,0.125,0.055,0.006,0.0,0.0,0.0,0.0
NKT_pSTAT3_IL246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cMCs_pSTAT3_IL246,0.195,0.171,0.12,0.056,0.013,0.001,0.0,0.0,0.0,0.0
intMCs_pSTAT3_IL246,0.07,0.036,0.012,0.004,0.002,0.0,0.0,0.0,0.0,0.0
mDCs_pSTAT3_IL246,0.021,0.009,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ncMCs_pSTAT3_IL246,0.098,0.033,0.009,0.003,0.0,0.0,0.0,0.0,0.0,0.0
pDCs_pSTAT3_IL246,0.529,0.404,0.231,0.091,0.028,0.005,0.0,0.0,0.0,0.0
Bcells_pSTAT5_IL246,0.007,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Tcm_pSTAT5_IL246,0.212,0.167,0.131,0.084,0.018,0.0,0.0,0.0,0.0,0.0
CD4Tcm_CCR2pos_pSTAT5_IL246,0.033,0.019,0.008,0.003,0.001,0.0,0.0,0.0,0.0,0.0
CD4Teff_pSTAT5_IL246,0.013,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Tem_pSTAT5_IL246,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Tem_CCR2pos_pSTAT5_IL246,0.04,0.015,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Tnaive_pSTAT5_IL246,0.721,0.753,0.779,0.72,0.338,0.011,0.0,0.0,0.0,0.0
CD4Tregs_pSTAT5_IL246,0.329,0.286,0.194,0.069,0.002,0.0,0.0,0.0,0.0,0.0
CD56hiCD16negNK_pSTAT5_IL246,0.136,0.127,0.107,0.073,0.035,0.003,0.0,0.0,0.0,0.0
CD8Tcm_pSTAT5_IL246,0.146,0.136,0.128,0.057,0.007,0.0,0.0,0.0,0.0,0.0
CD8Tcm_CCR2pos_pSTAT5_IL246,0.003,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD8Tnaive_pSTAT5_IL246,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Granulocytes_pSTAT5_IL246,0.086,0.083,0.048,0.021,0.005,0.0,0.0,0.0,0.0,0.0
Bcells_pSTAT6_IL246,0.07,0.053,0.028,0.011,0.001,0.0,0.0,0.0,0.0,0.0
CD4Tcm_pSTAT6_IL246,0.042,0.017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Teff_pSTAT6_IL246,0.11,0.063,0.025,0.001,0.0,0.0,0.0,0.0,0.0,0.0
CD4Tem_pSTAT6_IL246,0.133,0.077,0.022,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Tem_CCR2pos_pSTAT6_IL246,0.293,0.209,0.079,0.007,0.0,0.0,0.0,0.0,0.0,0.0
CD4negCD8negTcells_pSTAT6_IL246,0.504,0.488,0.392,0.213,0.048,0.002,0.0,0.0,0.0,0.0
CD56hiCD16negNK_pSTAT6_IL246,0.104,0.063,0.026,0.007,0.0,0.0,0.0,0.0,0.0,0.0
CD8Tcells_Th1_pSTAT6_IL246,0.086,0.062,0.022,0.006,0.002,0.001,0.0,0.0,0.0,0.0
CD8Tcm_pSTAT6_IL246,0.138,0.139,0.081,0.028,0.007,0.002,0.0,0.0,0.0,0.0
CD8Tcm_CCR2pos_pSTAT6_IL246,0.028,0.03,0.019,0.001,0.0,0.0,0.0,0.0,0.0,0.0
CD8Teff_pSTAT6_IL246,0.2,0.174,0.114,0.049,0.02,0.006,0.0,0.0,0.0,0.0
CD8Tem_pSTAT6_IL246,0.209,0.154,0.111,0.075,0.05,0.018,0.0,0.0,0.0,0.0
CD8Tem_CCR2pos_pSTAT6_IL246,0.193,0.168,0.123,0.06,0.021,0.006,0.0,0.0,0.0,0.0
CD8Tnaive_pSTAT6_IL246,0.112,0.053,0.013,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MDSCs_pSTAT6_IL246,0.01,0.005,0.006,0.003,0.0,0.0,0.0,0.0,0.0,0.0
NK_cells_CD11cpos_pSTAT6_IL246,0.112,0.077,0.049,0.01,0.001,0.0,0.0,0.0,0.0,0.0
NKT_pSTAT6_IL246,0.293,0.213,0.1,0.026,0.001,0.0,0.0,0.0,0.0,0.0
cMCs_pSTAT6_IL246,0.009,0.008,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0
intMCs_pSTAT6_IL246,0.006,0.002,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mDCs_pSTAT6_IL246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ncMCs_pSTAT6_IL246,0.335,0.207,0.106,0.031,0.001,0.0,0.0,0.0,0.0,0.0
pDCs_pSTAT6_IL246,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
