,{'alpha': np.float64(1.0)},{'alpha': np.float64(1.6681005372000588)},{'alpha': np.float64(2.7825594022071245)},{'alpha': np.float64(4.641588833612778)},{'alpha': np.float64(7.742636826811269)},{'alpha': np.float64(12.91549665014884)},{'alpha': np.float64(21.544346900318832)},{'alpha': np.float64(35.93813663804626)},{'alpha': np.float64(59.94842503189409)},{'alpha': np.float64(100.0)}
cMCs_IkB_IL246,0.509,0.448,0.357,0.301,0.186,0.017,0.0,0.0,0.0,0.0
mDCs_IkB_IL246,0.004,0.003,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Teff_pERK_IL246,0.159,0.127,0.115,0.101,0.041,0.001,0.0,0.0,0.0,0.0
intMCs_pERK_IL246,0.116,0.055,0.011,0.004,0.004,0.0,0.0,0.0,0.0,0.0
mDCs_pERK_IL246,0.004,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bcells_pNFkB_IL246,0.147,0.092,0.037,0.009,0.006,0.0,0.0,0.0,0.0,0.0
CD4Teff_pNFkB_IL246,0.198,0.14,0.107,0.099,0.045,0.002,0.0,0.0,0.0,0.0
CD4Tem_pNFkB_IL246,0.041,0.026,0.01,0.001,0.0,0.0,0.0,0.0,0.0,0.0
CD4negCD8negTcells_pNFkB_IL246,0.131,0.081,0.073,0.07,0.037,0.002,0.0,0.0,0.0,0.0
CD56hiCD16negNK_pNFkB_IL246,0.321,0.249,0.113,0.008,0.0,0.0,0.0,0.0,0.0,0.0
CD8Tcells_Th1_pNFkB_IL246,0.192,0.12,0.037,0.005,0.004,0.0,0.0,0.0,0.0,0.0
CD8Tcm_pNFkB_IL246,0.704,0.568,0.474,0.409,0.229,0.014,0.0,0.0,0.0,0.0
CD8Tcm_CCR2pos_pNFkB_IL246,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD8Teff_pNFkB_IL246,0.153,0.09,0.057,0.038,0.022,0.002,0.0,0.0,0.0,0.0
CD8Tem_pNFkB_IL246,0.49,0.214,0.029,0.0,0.001,0.0,0.0,0.0,0.0,0.0
