,{'alpha': np.float64(1.0)},{'alpha': np.float64(1.6681005372000588)},{'alpha': np.float64(2.7825594022071245)},{'alpha': np.float64(4.641588833612778)},{'alpha': np.float64(7.742636826811269)},{'alpha': np.float64(12.91549665014884)},{'alpha': np.float64(21.544346900318832)},{'alpha': np.float64(35.93813663804626)},{'alpha': np.float64(59.94842503189409)},{'alpha': np.float64(100.0)}
cMCs_HLADR_LPS,0.087,0.06,0.028,0.011,0.001,0.0,0.0,0.0,0.0,0.0
intMCs_HLADR_LPS,0.118,0.073,0.037,0.03,0.017,0.0,0.0,0.0,0.0,0.0
mDCs_HLADR_LPS,0.192,0.15,0.102,0.059,0.014,0.0,0.0,0.0,0.0,0.0
ncMCs_HLADR_LPS,0.162,0.113,0.063,0.02,0.004,0.0,0.0,0.0,0.0,0.0
mDCs_IkB_LPS,0.138,0.089,0.047,0.025,0.004,0.0,0.0,0.0,0.0,0.0
CD4Tcm_CCR2pos_pCREB_LPS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD8Tcm_CCR2pos_pCREB_LPS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD8Tem_pCREB_LPS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Granulocytes_pCREB_LPS,0.114,0.095,0.071,0.063,0.034,0.001,0.0,0.0,0.0,0.0
MDSCs_pCREB_LPS,0.612,0.611,0.585,0.538,0.361,0.022,0.0,0.0,0.0,0.0
cMCs_pCREB_LPS,0.092,0.09,0.069,0.061,0.033,0.003,0.0,0.0,0.0,0.0
intMCs_pCREB_LPS,0.168,0.163,0.166,0.155,0.102,0.015,0.0,0.0,0.0,0.0
mDCs_pCREB_LPS,0.007,0.004,0.002,0.002,0.0,0.0,0.0,0.0,0.0,0.0
ncMCs_pCREB_LPS,0.01,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ncMCs_pERK_LPS,0.031,0.015,0.006,0.002,0.001,0.0,0.0,0.0,0.0,0.0
cMCs_pMK2_LPS,0.005,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
intMCs_pMK2_LPS,0.009,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Tcm_pNFkB_LPS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ncMCs_pNFkB_LPS,0.085,0.056,0.025,0.001,0.0,0.0,0.0,0.0,0.0,0.0
pDCs_pNFkB_LPS,0.07,0.042,0.026,0.013,0.004,0.0,0.0,0.0,0.0,0.0
cMCs_pp38_LPS,0.049,0.015,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mDCs_pp38_LPS,0.004,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ncMCs_pp38_LPS,0.107,0.082,0.063,0.015,0.002,0.0,0.0,0.0,0.0,0.0
Bcells_pS6_LPS,0.379,0.319,0.211,0.06,0.004,0.0,0.0,0.0,0.0,0.0
Granulocytes_pS6_LPS,0.828,0.792,0.686,0.501,0.184,0.006,0.0,0.0,0.0,0.0
MDSCs_pS6_LPS,0.054,0.028,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cMCs_pS6_LPS,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
intMCs_pS6_LPS,0.051,0.028,0.014,0.001,0.0,0.0,0.0,0.0,0.0,0.0
mDCs_pS6_LPS,0.167,0.118,0.056,0.007,0.0,0.0,0.0,0.0,0.0,0.0
ncMCs_pS6_LPS,0.118,0.067,0.033,0.008,0.0,0.0,0.0,0.0,0.0,0.0
pDCs_pS6_LPS,0.051,0.039,0.026,0.006,0.0,0.0,0.0,0.0,0.0,0.0
Bcells_pSTAT1_LPS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Tcm_pSTAT1_LPS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Tcm_CCR2pos_pSTAT1_LPS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Teff_pSTAT1_LPS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Tem_pSTAT1_LPS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Tem_CCR2pos_pSTAT1_LPS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Tnaive_pSTAT1_LPS,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Tregs_pSTAT1_LPS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4negCD8negTcells_pSTAT1_LPS,0.007,0.004,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD56hiCD16negNK_pSTAT1_LPS,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD56loCD16posNK_pSTAT1_LPS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD8Tcells_Th1_pSTAT1_LPS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD8Tcm_pSTAT1_LPS,0.003,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD8Tcm_CCR2pos_pSTAT1_LPS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD8Teff_pSTAT1_LPS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD8Tem_pSTAT1_LPS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD8Tem_CCR2pos_pSTAT1_LPS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD8Tnaive_pSTAT1_LPS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Granulocytes_pSTAT1_LPS,0.05,0.044,0.033,0.01,0.0,0.0,0.0,0.0,0.0,0.0
MDSCs_pSTAT1_LPS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NK_cells_CD11cpos_pSTAT1_LPS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NKT_pSTAT1_LPS,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cMCs_pSTAT1_LPS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
intMCs_pSTAT1_LPS,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mDCs_pSTAT1_LPS,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ncMCs_pSTAT1_LPS,0.044,0.02,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pDCs_pSTAT1_LPS,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bcells_pSTAT3_LPS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Tcm_pSTAT3_LPS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Tcm_CCR2pos_pSTAT3_LPS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Teff_pSTAT3_LPS,0.203,0.164,0.099,0.038,0.009,0.0,0.0,0.0,0.0,0.0
CD4Tem_pSTAT3_LPS,0.006,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Tem_CCR2pos_pSTAT3_LPS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Tnaive_pSTAT3_LPS,0.325,0.263,0.204,0.119,0.017,0.0,0.0,0.0,0.0,0.0
CD4Tregs_pSTAT3_LPS,0.555,0.568,0.512,0.279,0.069,0.0,0.0,0.0,0.0,0.0
CD4negCD8negTcells_pSTAT3_LPS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD56hiCD16negNK_pSTAT3_LPS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD56loCD16posNK_pSTAT3_LPS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD8Tcells_Th1_pSTAT3_LPS,0.026,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD8Tcm_pSTAT3_LPS,0.005,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD8Tcm_CCR2pos_pSTAT3_LPS,0.002,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD8Teff_pSTAT3_LPS,0.244,0.265,0.261,0.172,0.037,0.001,0.0,0.0,0.0,0.0
CD8Tem_pSTAT3_LPS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD8Tem_CCR2pos_pSTAT3_LPS,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD8Tnaive_pSTAT3_LPS,0.444,0.425,0.36,0.247,0.079,0.001,0.0,0.0,0.0,0.0
MDSCs_pSTAT3_LPS,0.191,0.19,0.17,0.181,0.095,0.01,0.0,0.0,0.0,0.0
NK_cells_CD11cpos_pSTAT3_LPS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NK_cells_CD11cneg_pSTAT3_LPS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NKT_pSTAT3_LPS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cMCs_pSTAT3_LPS,0.148,0.145,0.129,0.086,0.018,0.0,0.0,0.0,0.0,0.0
intMCs_pSTAT3_LPS,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mDCs_pSTAT3_LPS,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ncMCs_pSTAT3_LPS,0.02,0.007,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
