,{'alpha': np.float64(1.0)},{'alpha': np.float64(1.6681005372000588)},{'alpha': np.float64(2.7825594022071245)},{'alpha': np.float64(4.641588833612778)},{'alpha': np.float64(7.742636826811269)},{'alpha': np.float64(12.91549665014884)},{'alpha': np.float64(21.544346900318832)},{'alpha': np.float64(35.93813663804626)},{'alpha': np.float64(59.94842503189409)},{'alpha': np.float64(100.0)}
Bcells_HLADR_Unstim,0.112,0.081,0.064,0.039,0.007,0.0,0.0,0.0,0.0,0.0
Bcells_pS6_Unstim,0.282,0.259,0.185,0.041,0.001,0.0,0.0,0.0,0.0,0.0
Bcells_pSTAT3_Unstim,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bcells_pSTAT5_Unstim,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bcells_pSTAT6_Unstim,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Tcm_CD25_Unstim,0.155,0.137,0.111,0.091,0.035,0.001,0.0,0.0,0.0,0.0
CD4Tcm_pS6_Unstim,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Tcm_pSTAT3_Unstim,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Tcm_pSTAT5_Unstim,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Tcm_CCR2pos_CD25_Unstim,0.115,0.099,0.107,0.1,0.05,0.002,0.0,0.0,0.0,0.0
CD4Tcm_CCR2pos_pS6_Unstim,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Tcm_CCR2pos_pSTAT3_Unstim,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Tcm_CCR2pos_pSTAT5_Unstim,0.012,0.003,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Teff_pNFkB_Unstim,0.15,0.131,0.089,0.036,0.014,0.001,0.0,0.0,0.0,0.0
CD4Teff_pS6_Unstim,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Teff_pSTAT3_Unstim,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Teff_pSTAT5_Unstim,0.008,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
