,"{'alpha': np.float64(3.1622776601683795), 'l1_ratio': 0.5}","{'alpha': np.float64(3.1622776601683795), 'l1_ratio': 0.7}","{'alpha': np.float64(3.1622776601683795), 'l1_ratio': 0.9}","{'alpha': np.float64(4.641588833612778), 'l1_ratio': 0.5}","{'alpha': np.float64(4.641588833612778), 'l1_ratio': 0.7}","{'alpha': np.float64(4.641588833612778), 'l1_ratio': 0.9}","{'alpha': np.float64(6.812920690579611), 'l1_ratio': 0.5}","{'alpha': np.float64(6.812920690579611), 'l1_ratio': 0.7}","{'alpha': np.float64(6.812920690579611), 'l1_ratio': 0.9}","{'alpha': np.float64(10.0), 'l1_ratio': 0.5}","{'alpha': np.float64(10.0), 'l1_ratio': 0.7}","{'alpha': np.float64(10.0), 'l1_ratio': 0.9}","{'alpha': np.float64(14.67799267622069), 'l1_ratio': 0.5}","{'alpha': np.float64(14.67799267622069), 'l1_ratio': 0.7}","{'alpha': np.float64(14.67799267622069), 'l1_ratio': 0.9}","{'alpha': np.float64(21.544346900318832), 'l1_ratio': 0.5}","{'alpha': np.float64(21.544346900318832), 'l1_ratio': 0.7}","{'alpha': np.float64(21.544346900318832), 'l1_ratio': 0.9}","{'alpha': np.float64(31.622776601683793), 'l1_ratio': 0.5}","{'alpha': np.float64(31.622776601683793), 'l1_ratio': 0.7}","{'alpha': np.float64(31.622776601683793), 'l1_ratio': 0.9}","{'alpha': np.float64(46.41588833612777), 'l1_ratio': 0.5}","{'alpha': np.float64(46.41588833612777), 'l1_ratio': 0.7}","{'alpha': np.float64(46.41588833612777), 'l1_ratio': 0.9}","{'alpha': np.float64(68.12920690579611), 'l1_ratio': 0.5}","{'alpha': np.float64(68.12920690579611), 'l1_ratio': 0.7}","{'alpha': np.float64(68.12920690579611), 'l1_ratio': 0.9}","{'alpha': np.float64(100.0), 'l1_ratio': 0.5}","{'alpha': np.float64(100.0), 'l1_ratio': 0.7}","{'alpha': np.float64(100.0), 'l1_ratio': 0.9}"
cMCs_IkB_IL246,0.685,0.501,0.307,0.596,0.407,0.213,0.487,0.28,0.116,0.342,0.13,0.035,0.151,0.023,0.002,0.018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mDCs_IkB_IL246,0.183,0.1,0.027,0.125,0.044,0.012,0.057,0.013,0.001,0.019,0.001,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Teff_pERK_IL246,0.41,0.234,0.114,0.299,0.157,0.058,0.211,0.08,0.022,0.111,0.03,0.004,0.032,0.002,0.001,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
intMCs_pERK_IL246,0.263,0.146,0.06,0.197,0.087,0.032,0.134,0.049,0.018,0.085,0.032,0.003,0.043,0.006,0.0,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mDCs_pERK_IL246,0.046,0.011,0.0,0.03,0.004,0.0,0.015,0.003,0.0,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bcells_pNFkB_IL246,0.149,0.053,0.013,0.096,0.032,0.005,0.09,0.032,0.007,0.075,0.016,0.0,0.031,0.002,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Tcm_CCR2pos_pNFkB_IL246,0.443,0.285,0.164,0.332,0.183,0.081,0.241,0.101,0.024,0.144,0.033,0.004,0.046,0.004,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Teff_pNFkB_IL246,0.297,0.166,0.061,0.24,0.115,0.032,0.172,0.07,0.008,0.096,0.021,0.001,0.03,0.002,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Tem_pNFkB_IL246,0.121,0.046,0.009,0.061,0.016,0.001,0.041,0.009,0.001,0.035,0.006,0.001,0.014,0.002,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Tem_CCR2pos_pNFkB_IL246,0.218,0.095,0.022,0.127,0.027,0.005,0.046,0.006,0.0,0.027,0.001,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4negCD8negTcells_pNFkB_IL246,0.616,0.429,0.259,0.563,0.388,0.221,0.516,0.327,0.156,0.406,0.21,0.07,0.236,0.047,0.004,0.045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD56hiCD16negNK_pNFkB_IL246,0.415,0.243,0.143,0.241,0.09,0.038,0.095,0.023,0.007,0.043,0.01,0.0,0.011,0.001,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD8Tcells_Th1_pNFkB_IL246,0.332,0.178,0.088,0.168,0.064,0.016,0.074,0.018,0.002,0.032,0.005,0.001,0.012,0.001,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD8Tcm_pNFkB_IL246,0.603,0.471,0.305,0.563,0.422,0.26,0.516,0.335,0.172,0.403,0.185,0.061,0.202,0.039,0.002,0.032,0.001,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD8Tcm_CCR2pos_pNFkB_IL246,0.058,0.009,0.001,0.027,0.005,0.0,0.015,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD8Teff_pNFkB_IL246,0.307,0.154,0.054,0.253,0.13,0.04,0.215,0.096,0.025,0.161,0.044,0.005,0.074,0.004,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD8Tem_pNFkB_IL246,0.152,0.058,0.009,0.138,0.051,0.007,0.15,0.054,0.01,0.138,0.037,0.007,0.066,0.009,0.0,0.009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NK_cells_CD11cpos_pNFkB_IL246,0.237,0.115,0.036,0.131,0.035,0.007,0.075,0.021,0.002,0.054,0.009,0.0,0.016,0.001,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NK_cells_CD11cneg_pNFkB_IL246,0.394,0.242,0.102,0.416,0.252,0.109,0.412,0.239,0.095,0.34,0.14,0.038,0.163,0.025,0.001,0.021,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cMCs_pNFkB_IL246,0.114,0.034,0.007,0.075,0.025,0.003,0.072,0.023,0.003,0.07,0.02,0.002,0.042,0.002,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
intMCs_pNFkB_IL246,0.36,0.185,0.067,0.282,0.132,0.048,0.227,0.094,0.023,0.154,0.04,0.005,0.054,0.002,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mDCs_pNFkB_IL246,0.279,0.185,0.087,0.207,0.105,0.029,0.122,0.036,0.004,0.049,0.004,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ncMCs_pNFkB_IL246,0.44,0.273,0.141,0.263,0.108,0.038,0.082,0.015,0.003,0.014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pDCs_pNFkB_IL246,0.384,0.231,0.117,0.195,0.079,0.024,0.067,0.018,0.003,0.023,0.005,0.0,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MDSCs_pS6_IL246,0.365,0.199,0.08,0.228,0.096,0.032,0.101,0.034,0.006,0.034,0.003,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cMCs_pS6_IL246,0.381,0.229,0.121,0.239,0.121,0.025,0.12,0.019,0.001,0.026,0.002,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
intMCs_pS6_IL246,0.36,0.207,0.099,0.254,0.126,0.059,0.14,0.057,0.024,0.057,0.014,0.002,0.013,0.001,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mDCs_pS6_IL246,0.284,0.168,0.085,0.217,0.112,0.053,0.145,0.063,0.017,0.086,0.019,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bcells_pSTAT3_IL246,0.071,0.007,0.0,0.033,0.003,0.0,0.013,0.0,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Tcm_pSTAT3_IL246,0.414,0.172,0.016,0.275,0.095,0.004,0.141,0.028,0.001,0.05,0.001,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Tcm_CCR2pos_pSTAT3_IL246,0.309,0.051,0.0,0.13,0.009,0.0,0.048,0.002,0.0,0.043,0.002,0.0,0.039,0.001,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Teff_pSTAT3_IL246,0.785,0.61,0.315,0.707,0.468,0.189,0.511,0.237,0.061,0.237,0.063,0.007,0.062,0.002,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Tem_pSTAT3_IL246,0.206,0.024,0.0,0.084,0.007,0.0,0.029,0.002,0.0,0.015,0.003,0.0,0.018,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Tem_CCR2pos_pSTAT3_IL246,0.197,0.035,0.0,0.076,0.004,0.0,0.032,0.001,0.0,0.018,0.001,0.0,0.014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Tnaive_pSTAT3_IL246,0.965,0.902,0.767,0.899,0.737,0.55,0.705,0.448,0.238,0.399,0.169,0.046,0.147,0.016,0.0,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Tregs_pSTAT3_IL246,0.176,0.044,0.0,0.113,0.019,0.0,0.05,0.002,0.0,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4negCD8negTcells_pSTAT3_IL246,0.216,0.14,0.032,0.174,0.085,0.015,0.14,0.031,0.003,0.069,0.005,0.0,0.014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD56hiCD16negNK_pSTAT3_IL246,0.343,0.154,0.033,0.224,0.073,0.002,0.122,0.014,0.0,0.053,0.0,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD8Tcells_Th1_pSTAT3_IL246,0.027,0.002,0.001,0.011,0.001,0.0,0.001,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD8Tcm_pSTAT3_IL246,0.155,0.067,0.01,0.101,0.029,0.002,0.048,0.004,0.0,0.011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD8Tcm_CCR2pos_pSTAT3_IL246,0.15,0.049,0.003,0.097,0.017,0.0,0.04,0.003,0.0,0.009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD8Tem_pSTAT3_IL246,0.215,0.07,0.004,0.144,0.021,0.001,0.064,0.005,0.0,0.012,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD8Tem_CCR2pos_pSTAT3_IL246,0.296,0.153,0.037,0.201,0.072,0.01,0.115,0.012,0.001,0.04,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD8Tnaive_pSTAT3_IL246,0.398,0.175,0.017,0.277,0.103,0.003,0.147,0.02,0.0,0.041,0.001,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Granulocytes_pSTAT3_IL246,0.466,0.333,0.199,0.354,0.202,0.096,0.215,0.087,0.02,0.096,0.019,0.004,0.027,0.001,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MDSCs_pSTAT3_IL246,0.688,0.513,0.291,0.61,0.414,0.235,0.501,0.305,0.161,0.384,0.203,0.068,0.245,0.072,0.006,0.077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NKT_pSTAT3_IL246,0.167,0.037,0.001,0.106,0.014,0.0,0.044,0.004,0.0,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cMCs_pSTAT3_IL246,0.615,0.437,0.239,0.501,0.343,0.157,0.406,0.234,0.079,0.307,0.139,0.032,0.183,0.047,0.001,0.059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
intMCs_pSTAT3_IL246,0.386,0.207,0.06,0.303,0.114,0.025,0.193,0.06,0.015,0.126,0.047,0.012,0.09,0.022,0.0,0.031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mDCs_pSTAT3_IL246,0.348,0.134,0.016,0.237,0.051,0.002,0.109,0.015,0.0,0.064,0.011,0.0,0.056,0.003,0.0,0.009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ncMCs_pSTAT3_IL246,0.152,0.053,0.015,0.076,0.015,0.005,0.019,0.007,0.001,0.008,0.002,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pDCs_pSTAT3_IL246,0.569,0.477,0.333,0.49,0.382,0.186,0.428,0.234,0.101,0.313,0.129,0.05,0.181,0.066,0.004,0.078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bcells_pSTAT5_IL246,0.079,0.024,0.002,0.048,0.011,0.0,0.029,0.005,0.0,0.016,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Tcm_pSTAT5_IL246,0.955,0.841,0.452,0.888,0.687,0.331,0.72,0.436,0.173,0.425,0.166,0.029,0.151,0.02,0.001,0.016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Tcm_CCR2pos_pSTAT5_IL246,0.583,0.317,0.061,0.479,0.222,0.031,0.337,0.108,0.01,0.156,0.021,0.001,0.035,0.002,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Teff_pSTAT5_IL246,0.471,0.215,0.021,0.402,0.143,0.007,0.257,0.049,0.004,0.085,0.008,0.0,0.016,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Tem_pSTAT5_IL246,0.07,0.006,0.0,0.041,0.002,0.0,0.019,0.0,0.0,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Tem_CCR2pos_pSTAT5_IL246,0.528,0.257,0.042,0.397,0.174,0.018,0.27,0.083,0.005,0.136,0.018,0.0,0.026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Tnaive_pSTAT5_IL246,0.991,0.979,0.908,0.991,0.957,0.868,0.965,0.845,0.611,0.796,0.456,0.186,0.39,0.087,0.009,0.064,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Tregs_pSTAT5_IL246,0.761,0.609,0.364,0.636,0.453,0.235,0.465,0.261,0.069,0.256,0.069,0.003,0.062,0.001,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD56hiCD16negNK_pSTAT5_IL246,0.499,0.421,0.267,0.479,0.368,0.187,0.439,0.29,0.124,0.374,0.175,0.06,0.217,0.098,0.003,0.114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD8Tcm_pSTAT5_IL246,0.486,0.409,0.244,0.458,0.326,0.14,0.403,0.206,0.052,0.291,0.097,0.019,0.151,0.029,0.0,0.036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD8Tcm_CCR2pos_pSTAT5_IL246,0.196,0.051,0.009,0.081,0.017,0.001,0.038,0.005,0.0,0.026,0.005,0.0,0.022,0.001,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD8Tnaive_pSTAT5_IL246,0.293,0.119,0.005,0.242,0.08,0.003,0.16,0.03,0.0,0.066,0.004,0.0,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Granulocytes_pSTAT5_IL246,0.341,0.213,0.112,0.256,0.154,0.072,0.206,0.107,0.024,0.16,0.053,0.006,0.086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bcells_pSTAT6_IL246,0.218,0.112,0.042,0.137,0.051,0.017,0.07,0.021,0.006,0.03,0.006,0.0,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Tcm_pSTAT6_IL246,0.152,0.041,0.005,0.061,0.011,0.0,0.023,0.001,0.0,0.01,0.001,0.0,0.006,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Teff_pSTAT6_IL246,0.256,0.106,0.039,0.142,0.046,0.009,0.06,0.015,0.002,0.026,0.008,0.0,0.012,0.002,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Tem_pSTAT6_IL246,0.376,0.19,0.058,0.228,0.07,0.008,0.105,0.015,0.0,0.06,0.004,0.0,0.026,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Tem_CCR2pos_pSTAT6_IL246,0.427,0.246,0.1,0.248,0.081,0.015,0.116,0.018,0.003,0.047,0.005,0.0,0.013,0.001,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4negCD8negTcells_pSTAT6_IL246,0.815,0.68,0.493,0.732,0.555,0.339,0.612,0.381,0.171,0.454,0.201,0.065,0.252,0.058,0.003,0.055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD56hiCD16negNK_pSTAT6_IL246,0.333,0.15,0.052,0.21,0.076,0.022,0.106,0.023,0.0,0.033,0.001,0.0,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD8Tcells_Th1_pSTAT6_IL246,0.253,0.124,0.038,0.166,0.07,0.018,0.105,0.029,0.008,0.066,0.019,0.003,0.033,0.009,0.001,0.011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD8Tcm_pSTAT6_IL246,0.592,0.37,0.162,0.49,0.245,0.081,0.348,0.153,0.035,0.251,0.097,0.016,0.166,0.035,0.001,0.048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD8Tcm_CCR2pos_pSTAT6_IL246,0.572,0.259,0.072,0.364,0.118,0.018,0.189,0.028,0.002,0.089,0.012,0.002,0.047,0.002,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD8Teff_pSTAT6_IL246,0.596,0.429,0.199,0.503,0.294,0.12,0.399,0.202,0.073,0.31,0.14,0.038,0.19,0.069,0.007,0.079,0.002,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD8Tem_pSTAT6_IL246,0.755,0.553,0.272,0.666,0.434,0.196,0.56,0.349,0.158,0.477,0.277,0.103,0.343,0.141,0.025,0.149,0.003,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD8Tem_CCR2pos_pSTAT6_IL246,0.596,0.411,0.208,0.52,0.302,0.139,0.4,0.213,0.078,0.312,0.148,0.048,0.209,0.08,0.009,0.093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD8Tnaive_pSTAT6_IL246,0.139,0.045,0.017,0.057,0.016,0.003,0.02,0.003,0.0,0.01,0.001,0.0,0.005,0.001,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MDSCs_pSTAT6_IL246,0.187,0.083,0.018,0.131,0.058,0.009,0.085,0.021,0.001,0.056,0.007,0.0,0.011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
