,{'alpha': np.float64(1.0)},{'alpha': np.float64(1.6681005372000586)},{'alpha': np.float64(2.7825594022071245)},{'alpha': np.float64(4.641588833612778)},{'alpha': np.float64(7.742636826811269)},{'alpha': np.float64(12.91549665014884)},{'alpha': np.float64(21.544346900318832)},{'alpha': np.float64(35.93813663804626)},{'alpha': np.float64(59.94842503189409)},{'alpha': np.float64(100.0)}
Bcells_HLADR_Unstim,0.198,0.171,0.125,0.053,0.001,0.0,0.0,0.0,0.0,0.0
Bcells_pS6_Unstim,0.342,0.27,0.166,0.047,0.003,0.0,0.0,0.0,0.0,0.0
Bcells_pSTAT3_Unstim,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bcells_pSTAT5_Unstim,0.001,0.002,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bcells_pSTAT6_Unstim,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Tcm_CD25_Unstim,0.101,0.085,0.068,0.05,0.019,0.0,0.0,0.0,0.0,0.0
CD4Tcm_pS6_Unstim,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Tcm_pSTAT3_Unstim,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Tcm_pSTAT5_Unstim,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Tcm_CCR2pos_CD25_Unstim,0.071,0.057,0.062,0.058,0.029,0.0,0.0,0.0,0.0,0.0
CD4Tcm_CCR2pos_pS6_Unstim,0.002,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Tcm_CCR2pos_pSTAT3_Unstim,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Tcm_CCR2pos_pSTAT5_Unstim,0.041,0.021,0.008,0.001,0.0,0.0,0.0,0.0,0.0,0.0
CD4Teff_pNFkB_Unstim,0.153,0.103,0.054,0.015,0.002,0.0,0.0,0.0,0.0,0.0
CD4Teff_pS6_Unstim,0.01,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Teff_pSTAT3_Unstim,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Teff_pSTAT5_Unstim,0.007,0.004,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Teff_pSTAT6_Unstim,0.071,0.048,0.019,0.006,0.002,0.0,0.0,0.0,0.0,0.0
CD4Tem_CD25_Unstim,0.084,0.06,0.027,0.021,0.01,0.0,0.0,0.0,0.0,0.0
CD4Tem_pNFkB_Unstim,0.063,0.031,0.004,0.001,0.001,0.0,0.0,0.0,0.0,0.0
CD4Tem_pS6_Unstim,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Tem_pSTAT3_Unstim,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
