,"{'C': np.float64(0.01), 'l1_ratio': 0.5}","{'C': np.float64(0.01), 'l1_ratio': 0.9}","{'C': np.float64(0.056234132519034905), 'l1_ratio': 0.5}","{'C': np.float64(0.056234132519034905), 'l1_ratio': 0.9}","{'C': np.float64(0.31622776601683794), 'l1_ratio': 0.5}","{'C': np.float64(0.31622776601683794), 'l1_ratio': 0.9}","{'C': np.float64(1.7782794100389228), 'l1_ratio': 0.5}","{'C': np.float64(1.7782794100389228), 'l1_ratio': 0.9}","{'C': np.float64(10.0), 'l1_ratio': 0.5}","{'C': np.float64(10.0), 'l1_ratio': 0.9}"
CD4_T_cells_FoxP3+_glandfront_area,0.0,0.0,0.0,0.0,0.011103716918442339,0.00435636940640207,0.028927167212382594,0.008322069820724035,0.08573711410737521,0.04010386741830354
CD4_T_cells_FoxP3+_stromal_area,0.0,0.0,0.01734309524360692,0.0,0.03827181159984144,0.02026955233022979,0.056544819630455545,0.028416375088485917,0.12418114414230634,0.07003841960438352
CD8_T_cells_FoxP3+_glandfront_area,0.0,0.0,0.007264692116645355,0.0,0.022539784666329377,0.008894589213923372,0.040961949045743094,0.022234949565187883,0.09494771615498139,0.054047300776920236
CD8_T_cells_FoxP3+_intragland_area,0.0,0.0,0.0,0.0,0.020540850049104498,0.010471430979997727,0.04542686798704634,0.02344212688254717,0.10908028271741281,0.058973398791330824
CD8_T_cells_FoxP3+_stromal_area,0.0,0.0,0.0033712259583413137,0.0,0.004133140830237602,0.0014120818519406033,0.008117190309310214,0.0022967427824321903,0.03405751893879546,0.01152566078443047
CD4_T_cells_HLA-DR+_glandfront_area,0.0,0.0,0.0032100412719968724,0.0,0.037944975963199006,0.02159610660894307,0.060226059408401186,0.040260872319720926,0.10942526413950708,0.07125971754156886
CD4_T_cells_HLA-DR+_intragland_area,0.0,0.0,0.0,0.0,0.0014491444437281058,0.0004183025264357932,0.012369041271256534,0.0019445829442820627,0.049945597438409456,0.020549847466902676
CD4_T_cells_HLA-DR+_stromal_area,0.0,0.0,0.15222523670155602,0.0374512343835216,0.15109208018831166,0.1195987665573115,0.1595754479658598,0.12029627350710781,0.21735914869630538,0.16885407656707696
CD8_T_cells_HLA-DR+_glandfront_area,0.0,0.0,0.0,0.0,0.009926239199402945,0.003602636584688103,0.026530499942309934,0.010305262197367113,0.06665958887807565,0.03546171915131869
CD8_T_cells_HLA-DR+_intragland_area,0.0,0.0,0.00983811658508881,0.0,0.06669727196046997,0.04027247550543867,0.08896985719486628,0.05990248741289587,0.1420259758985875,0.09978879477618999
CD8_T_cells_HLA-DR+_stromal_area,0.0,0.0,0.011085022826438596,0.0006539094147809255,0.030926671747131915,0.014458026788332193,0.051408758370043973,0.027521971769627583,0.1105796729338135,0.06399425576441081
CD4_T_cells_CD80_CD86+_glandfront_area,0.0,0.0,0.0,0.0,0.0005591955440859616,0.0,0.008749247284044461,0.0021502649499543346,0.04070489902083073,0.01734373943134856
CD4_T_cells_CD80_CD86+_intragland_area,0.0,0.0,0.0,0.0,0.002517005695566363,0.0014609611776232585,0.00843106161613089,0.003597559281142834,0.031500328739368956,0.012676686538136039
CD4_T_cells_CD80_CD86+_stromal_area,0.0,0.0,0.0038336497973956722,0.0,0.04464857026515122,0.02395735884739802,0.06986336088281637,0.0427669408761194,0.14641582351745316,0.08908532102120213
CD8_T_cells_CD80_CD86+_glandfront_area,0.0,0.0,0.0,0.0,0.008954319961072588,0.00207503726192427,0.021420682785106067,0.010587183790338376,0.05038700059211621,0.02664791306878761
CD8_T_cells_CD80_CD86+_intragland_area,0.0,0.0,0.002991083927215221,0.0,0.023472344746319918,0.015066563823188295,0.041181225556430924,0.02400608011006402,0.09549336506877908,0.05388693896454739
CD8_T_cells_CD80_CD86+_stromal_area,0.0,0.0,0.08246973129104841,0.022673537896734854,0.20426972937811494,0.15099495938615817,0.2456548529053541,0.1940205727198469,0.31461160198983523,0.2612195053063395
CD4_T_cells_CD11b+_glandfront_area,0.0,0.0,0.03951105223717085,0.0020909369336628075,0.0344951069966795,0.024397128506444626,0.038012015941952026,0.025375906819441844,0.06975304954880934,0.04195859956581483
CD4_T_cells_CD11b+_intragland_area,0.0,0.0,0.0,0.0,0.013455945722717938,0.004480001143060047,0.030639137346937278,0.013971755815356613,0.0974470403101898,0.04722486034566029
CD4_T_cells_CD11b+_stromal_area,0.0,0.0,0.08130387120844683,0.022477001931360232,0.05628045011146981,0.0469607762079937,0.05813820070622751,0.040356815728663356,0.09752490196967163,0.06411248440112781
CD8_T_cells_CD11b+_glandfront_area,0.0,0.0,0.030796735598701986,0.0,0.07517959794157687,0.0502987989747878,0.09511424287502679,0.057525228128836335,0.1660627450214938,0.11031066542877652
